Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-27 13:08:19.324000,2018-02-27 17:25:58.075536,15468.752,-0.55,0.55,1.999,3.6,1.044,1.059,3.512,3.403
2.0,2018-02-27 17:25:58.094660,2018-02-27 21:43:25.640084,30916.317,-0.55,0.55,1.999,3.6,1.061,1.059,3.558,3.405
3.0,2018-02-27 21:43:25.655172,2018-02-28 02:00:39.178012,46349.855,-0.55,0.55,1.999,3.6,1.061,1.059,3.555,3.404
4.0,2018-02-28 02:00:39.194756,2018-02-28 08:27:42.965040,69573.642,-1.1,0.55,1.999,3.6,2.117,2.109,7.093,6.687
5.0,2018-02-28 08:27:42.982476,2018-02-28 11:35:11.716800,80822.393,-1.1,0.55,1.995,3.6,1.056,1.054,3.535,3.343
6.0,2018-02-28 11:35:11.728872,2018-02-28 14:42:27.936028,92058.613,-1.1,0.55,1.995,3.6,1.055,1.054,3.533,3.342
7.0,2018-02-28 14:42:27.949900,2018-02-28 17:49:37.923172,103288.6,-1.1,0.55,1.995,3.6,1.055,1.054,3.531,3.341
8.0,2018-02-28 17:49:37.944708,2018-02-28 20:56:40.165004,114510.842,-1.1,0.55,1.995,3.6,1.055,1.053,3.53,3.341
9.0,2018-02-28 20:56:40.173700,2018-03-01 00:03:36.850400,125727.527,-1.1,0.55,1.996,3.6,1.054,1.053,3.529,3.34
10.0,2018-03-01 00:03:36.856808,2018-03-01 03:10:26.319284,136936.996,-1.1,0.55,1.996,3.6,1.054,1.053,3.528,3.338
11.0,2018-03-01 03:10:26.339148,2018-03-01 06:17:11.169296,148141.846,-1.1,0.55,1.995,3.6,1.054,1.053,3.527,3.339
12.0,2018-03-01 06:17:11.192908,2018-03-01 09:23:52.058004,159342.735,-1.1,0.55,1.994,3.6,1.053,1.052,3.526,3.338
13.0,2018-03-01 09:23:52.081640,2018-03-01 12:30:29.071756,170539.748,-1.1,0.55,1.995,3.6,1.053,1.052,3.525,3.337
14.0,2018-03-01 12:30:29.071080,2018-03-01 15:37:01.529448,181732.206,-1.1,0.55,1.995,3.6,1.053,1.052,3.524,3.337
15.0,2018-03-01 15:37:01.538536,2018-03-01 18:43:32.448472,192923.125,-1.1,0.55,1.995,3.6,1.053,1.052,3.523,3.337
16.0,2018-03-01 18:43:32.465896,2018-03-01 21:50:00.773592,204111.45,-1.1,0.55,1.995,3.6,1.053,1.052,3.523,3.336
17.0,2018-03-01 21:50:00.788100,2018-03-02 00:56:27.019972,215297.696,-1.1,0.55,1.995,3.6,1.052,1.052,3.522,3.336
18.0,2018-03-02 00:56:27.029636,2018-03-02 04:02:47.838304,226478.515,-1.1,0.55,1.995,3.6,1.052,1.051,3.521,3.335
19.0,2018-03-02 04:02:47.864552,2018-03-02 07:09:04.668148,237655.345,-1.1,0.55,1.995,3.6,1.052,1.051,3.52,3.335
20.0,2018-03-02 07:09:04.685388,2018-03-02 10:15:24.082168,248834.759,-1.1,0.55,1.995,3.6,1.052,1.051,3.521,3.334
21.0,2018-03-02 10:15:24.113380,2018-03-02 13:21:39.750896,260010.427,-1.1,0.55,1.995,3.6,1.052,1.051,3.52,3.334
22.0,2018-03-02 13:21:39.768452,2018-03-02 16:27:51.318940,271181.995,-1.1,0.55,1.995,3.6,1.052,1.051,3.519,3.333
23.0,2018-03-02 16:27:51.330124,2018-03-02 19:34:01.158884,282351.835,-1.1,0.55,1.995,3.6,1.051,1.051,3.518,3.333
24.0,2018-03-02 19:34:01.156892,2018-03-02 22:40:06.125624,293516.802,-1.1,0.55,1.995,3.6,1.051,1.05,3.518,3.332
25.0,2018-03-02 22:40:06.129996,2018-03-03 01:46:11.715408,304682.392,-1.1,0.55,1.994,3.6,1.051,1.05,3.518,3.332
26.0,2018-03-03 01:46:11.727592,2018-03-03 04:52:15.285692,315845.962,-1.1,0.55,1.994,3.6,1.051,1.05,3.517,3.332
27.0,2018-03-03 04:52:15.293672,2018-03-03 07:58:15.451072,327006.128,-1.1,0.55,1.995,3.6,1.051,1.05,3.516,3.332
28.0,2018-03-03 07:58:15.451980,2018-03-03 11:04:14.812100,338165.489,-1.1,0.55,1.995,3.6,1.051,1.05,3.516,3.331
29.0,2018-03-03 11:04:14.856724,2018-03-03 14:10:11.516776,349322.193,-1.1,0.55,1.994,3.6,1.051,1.05,3.515,3.33
30.0,2018-03-03 14:10:11.508556,2018-03-03 17:16:05.260004,360475.937,-1.1,0.55,1.995,3.6,1.05,1.05,3.515,3.33
31.0,2018-03-03 17:16:05.309572,2018-03-03 20:21:56.401852,371627.078,-1.1,0.55,1.995,3.6,1.05,1.049,3.514,3.329
32.0,2018-03-03 20:21:56.426312,2018-03-03 23:27:44.895048,382775.572,-1.1,0.55,1.994,3.6,1.05,1.049,3.514,3.329
33.0,2018-03-03 23:27:44.919112,2018-03-04 02:33:30.235824,393920.912,-1.1,0.55,1.994,3.6,1.05,1.049,3.513,3.328
34.0,2018-03-04 02:33:30.263984,2018-03-04 05:39:15.753708,405066.43,-1.1,0.55,1.995,3.6,1.05,1.049,3.513,3.328
35.0,2018-03-04 05:39:15.774696,2018-03-04 08:44:55.460436,416206.137,-1.1,0.55,1.994,3.6,1.05,1.049,3.512,3.326
36.0,2018-03-04 08:44:55.452904,2018-03-04 11:50:38.043844,427348.72,-1.1,0.55,1.994,3.6,1.05,1.049,3.512,3.328
37.0,2018-03-04 11:50:38.082632,2018-03-04 14:56:16.696900,438487.373,-1.1,0.55,1.994,3.6,1.049,1.049,3.511,3.327
38.0,2018-03-04 14:56:16.710064,2018-03-04 18:01:53.323672,449624.0,-1.1,0.55,1.994,3.6,1.049,1.048,3.511,3.326
39.0,2018-03-04 18:01:53.375916,2018-03-04 21:07:28.700100,460759.377,-1.1,0.55,1.995,3.6,1.049,1.048,3.51,3.326
40.0,2018-03-04 21:07:28.726348,2018-03-05 00:13:08.035488,471898.712,-1.1,0.55,1.995,3.6,1.049,1.048,3.51,3.326
41.0,2018-03-05 00:13:08.044008,2018-03-05 03:18:41.030756,483031.707,-1.1,0.55,1.994,3.6,1.049,1.048,3.51,3.325
42.0,2018-03-05 03:18:41.040044,2018-03-05 06:24:12.951092,494163.628,-1.1,0.55,1.994,3.6,1.049,1.048,3.509,3.325
43.0,2018-03-05 06:24:12.949736,2018-03-05 09:29:44.376988,505295.053,-1.1,0.55,1.995,3.6,1.049,1.048,3.509,3.325
44.0,2018-03-05 09:29:44.406276,2018-03-05 12:35:08.972540,516419.649,-1.1,0.55,1.995,3.6,1.048,1.048,3.508,3.324
45.0,2018-03-05 12:35:08.975436,2018-03-05 15:40:35.026960,527545.703,-1.1,0.55,1.994,3.6,1.048,1.048,3.508,3.324
46.0,2018-03-05 15:40:35.089992,2018-03-05 18:45:59.918312,538670.595,-1.1,0.55,1.994,3.6,1.048,1.048,3.508,3.324
47.0,2018-03-05 18:45:59.954864,2018-03-05 21:51:25.325284,549796.002,-1.1,0.55,1.995,3.6,1.048,1.048,3.507,3.324
48.0,2018-03-05 21:51:25.313256,2018-03-06 00:56:48.243424,560918.92,-1.1,0.55,1.994,3.6,1.048,1.047,3.507,3.323
49.0,2018-03-06 00:56:48.279884,2018-03-06 04:02:11.202760,572041.879,-1.1,0.55,1.995,3.6,1.048,1.047,3.507,3.323
50.0,2018-03-06 04:02:11.246412,2018-03-06 07:07:32.525640,583163.202,-1.1,0.55,1.995,3.6,1.048,1.047,3.506,3.323
51.0,2018-03-06 07:07:32.508904,2018-03-06 10:12:51.627560,594282.304,-1.1,0.55,1.995,3.6,1.048,1.047,3.506,3.322
52.0,2018-03-06 10:12:51.608908,2018-03-06 13:18:06.762772,605397.439,-1.1,0.55,1.994,3.6,1.048,1.047,3.505,3.321
53.0,2018-03-06 13:18:06.776752,2018-03-06 16:23:22.261404,616512.938,-1.1,0.55,1.994,3.6,1.048,1.047,3.505,3.321
54.0,2018-03-06 16:23:22.274376,2018-03-06 19:28:35.306912,627625.983,-1.1,0.55,1.994,3.6,1.048,1.047,3.504,3.321
55.0,2018-03-06 19:28:35.345768,2018-03-06 22:33:43.823944,638734.5,-1.1,0.55,1.994,3.6,1.047,1.047,3.504,3.32
56.0,2018-03-06 22:33:43.825740,2018-03-07 01:38:52.382904,649843.059,-1.1,0.55,1.994,3.6,1.047,1.046,3.503,3.32
57.0,2018-03-07 01:38:52.376648,2018-03-07 04:43:59.485156,660950.162,-1.1,0.55,1.994,3.6,1.047,1.046,3.503,3.32
58.0,2018-03-07 04:43:59.481164,2018-03-07 07:49:06.785960,672057.462,-1.1,0.55,1.995,3.6,1.047,1.046,3.503,3.319
59.0,2018-03-07 07:49:06.784488,2018-03-07 10:54:10.263348,683160.94,-1.1,0.55,1.995,3.6,1.047,1.046,3.502,3.319
60.0,2018-03-07 10:54:10.286924,2018-03-07 13:59:14.254592,694264.931,-1.1,0.55,1.995,3.6,1.047,1.046,3.502,3.318
61.0,2018-03-07 13:59:14.248012,2018-03-07 17:04:14.535548,705365.212,-1.1,0.55,1.995,3.6,1.047,1.046,3.501,3.318
62.0,2018-03-07 17:04:14.541284,2018-03-07 20:09:11.295556,716461.972,-1.1,0.55,1.994,3.6,1.047,1.046,3.501,3.318
63.0,2018-03-07 20:09:11.356848,2018-03-07 23:14:11.432148,727562.109,-1.1,0.55,1.994,3.6,1.047,1.046,3.501,3.318
64.0,2018-03-07 23:14:11.451012,2018-03-08 02:19:10.040128,738660.717,-1.1,0.55,1.994,3.6,1.046,1.046,3.5,3.318
65.0,2018-03-08 02:19:10.103984,2018-03-08 05:24:09.920108,749760.597,-1.1,0.55,1.994,3.6,1.046,1.045,3.5,3.317
66.0,2018-03-08 05:24:09.870668,2018-03-08 08:29:03.822216,760854.499,-1.1,0.55,1.994,3.601,1.046,1.045,3.5,3.317
67.0,2018-03-08 08:29:03.804748,2018-03-08 11:33:57.993584,771948.67,-1.1,0.55,1.993,3.6,1.046,1.045,3.499,3.317
68.0,2018-03-08 11:33:58.000872,2018-03-08 14:38:51.406256,783042.083,-1.1,0.55,1.995,3.6,1.046,1.045,3.499,3.316
69.0,2018-03-08 14:38:51.412864,2018-03-08 17:43:39.904056,794130.581,-1.1,0.55,1.994,3.6,1.046,1.045,3.498,3.316
70.0,2018-03-08 17:43:39.905356,2018-03-08 20:48:29.088132,805219.765,-1.1,0.55,1.994,3.6,1.046,1.045,3.498,3.316
71.0,2018-03-08 20:48:29.055208,2018-03-08 23:53:17.617624,816308.294,-1.1,0.55,1.994,3.6,1.046,1.045,3.498,3.316
72.0,2018-03-08 23:53:17.615236,2018-03-09 02:58:03.134492,827393.811,-1.1,0.55,1.994,3.6,1.046,1.045,3.497,3.315
73.0,2018-03-09 02:58:03.095272,2018-03-09 06:02:47.196816,838477.873,-1.1,0.55,1.995,3.6,1.045,1.045,3.497,3.315
74.0,2018-03-09 06:02:47.133416,2018-03-09 09:07:30.378772,849561.055,-1.1,0.55,1.995,3.6,1.045,1.045,3.497,3.314
75.0,2018-03-09 09:07:30.385128,2018-03-09 12:12:11.362576,860642.039,-1.1,0.55,1.994,3.6,1.045,1.045,3.496,3.314
76.0,2018-03-09 12:12:11.408816,2018-03-09 15:16:50.382108,871721.059,-1.1,0.55,1.994,3.6,1.045,1.044,3.496,3.314
77.0,2018-03-09 15:16:50.400488,2018-03-09 18:21:30.828016,882801.505,-1.1,0.55,1.995,3.6,1.045,1.044,3.495,3.314
78.0,2018-03-09 18:21:30.834252,2018-03-09 21:26:09.012144,893879.689,-1.1,0.55,1.995,3.6,1.045,1.044,3.495,3.313
79.0,2018-03-09 21:26:09.039692,2018-03-10 00:30:46.448568,904957.125,-1.1,0.55,1.995,3.6,1.045,1.044,3.495,3.313
80.0,2018-03-10 00:30:46.458700,2018-03-10 03:35:22.204120,916032.881,-1.1,0.55,1.994,3.6,1.045,1.044,3.494,3.312
81.0,2018-03-10 03:35:22.239308,2018-03-10 06:39:56.981324,927107.658,-1.1,0.55,1.995,3.6,1.045,1.044,3.494,3.312
82.0,2018-03-10 06:39:57.036876,2018-03-10 09:44:28.569980,938179.246,-1.1,0.55,1.995,3.6,1.044,1.044,3.494,3.312
83.0,2018-03-10 09:44:28.557644,2018-03-10 12:49:02.176272,949252.853,-1.1,0.55,1.994,3.6,1.044,1.044,3.493,3.312
84.0,2018-03-10 12:49:02.109928,2018-03-10 15:53:33.642584,960324.319,-1.1,0.55,1.994,3.6,1.044,1.044,3.493,3.311
85.0,2018-03-10 15:53:33.630696,2018-03-10 18:58:00.358808,971391.035,-1.1,0.55,1.995,3.6,1.044,1.043,3.493,3.31
86.0,2018-03-10 18:58:00.371436,2018-03-10 22:02:31.210020,982461.887,-1.1,0.55,1.994,3.6,1.044,1.043,3.492,3.31
87.0,2018-03-10 22:02:31.235044,2018-03-11 01:07:00.246720,993530.923,-1.1,0.55,1.994,3.6,1.044,1.043,3.492,3.31
88.0,2018-03-11 01:07:00.328680,2018-03-11 04:11:26.305780,1004596.982,-1.1,0.55,1.995,3.6,1.044,1.043,3.492,3.31
89.0,2018-03-11 04:11:26.344324,2018-03-11 07:15:50.138280,1015660.815,-1.1,0.55,1.994,3.6,1.044,1.043,3.491,3.31
90.0,2018-03-11 07:15:50.131944,2018-03-11 10:20:13.641036,1026724.318,-1.1,0.55,1.995,3.6,1.044,1.043,3.491,3.309
91.0,2018-03-11 10:20:13.723056,2018-03-11 13:24:37.013012,1037787.69,-1.1,0.55,1.995,3.6,1.044,1.043,3.49,3.309
92.0,2018-03-11 13:24:36.986088,2018-03-11 16:28:57.828584,1048848.505,-1.1,0.55,1.994,3.6,1.044,1.043,3.49,3.309
93.0,2018-03-11 16:28:57.824488,2018-03-11 19:33:18.374884,1059909.051,-1.1,0.55,1.995,3.6,1.044,1.043,3.49,3.309
94.0,2018-03-11 19:33:18.335108,2018-03-11 22:37:36.413380,1070967.09,-1.1,0.55,1.994,3.6,1.043,1.043,3.489,3.309
95.0,2018-03-11 22:37:36.421196,2018-03-12 01:41:53.849524,1082024.526,-1.1,0.55,1.995,3.6,1.043,1.043,3.489,3.308
96.0,2018-03-12 01:41:53.982796,2018-03-12 04:46:09.680876,1093080.357,-1.1,0.55,1.994,3.6,1.043,1.043,3.489,3.308
97.0,2018-03-12 04:46:09.709588,2018-03-12 07:50:27.056004,1104137.733,-1.1,0.55,1.994,3.6,1.043,1.043,3.489,3.308
98.0,2018-03-12 07:50:27.139816,2018-03-12 10:54:40.980472,1115191.657,-1.1,0.55,1.995,3.6,1.043,1.042,3.489,3.307
99.0,2018-03-12 10:54:40.965864,2018-03-12 13:58:53.492844,1126244.169,-1.1,0.55,1.995,3.6,1.043,1.042,3.488,3.307
100.0,2018-03-12 13:58:53.612264,2018-03-12 17:03:06.286188,1137296.963,-1.1,0.55,1.994,3.6,1.043,1.042,3.488,3.307
101.0,2018-03-12 17:03:06.389936,2018-03-12 20:07:16.326436,1148347.003,-1.1,0.55,1.994,3.6,1.043,1.042,3.487,3.306
102.0,2018-03-12 20:07:16.152552,2018-03-12 23:11:27.451672,1159398.128,-1.1,0.55,1.993,3.6,1.043,1.042,3.487,3.306
103.0,2018-03-12 23:11:27.488332,2018-03-13 02:15:38.361008,1170449.038,-1.1,0.55,1.995,3.6,1.043,1.042,3.487,3.306
104.0,2018-03-13 02:15:38.299624,2018-03-13 05:19:46.743448,1181497.42,-1.1,0.55,1.995,3.6,1.042,1.042,3.487,3.305
105.0,2018-03-13 05:19:46.882992,2018-03-13 08:23:54.126712,1192544.803,-1.1,0.55,1.994,3.6,1.042,1.042,3.486,3.305
106.0,2018-03-13 08:23:54.024268,2018-03-13 11:27:59.628612,1203590.305,-1.1,0.55,1.994,3.6,1.042,1.042,3.486,3.305
107.0,2018-03-13 11:27:59.592680,2018-03-13 14:32:04.761124,1214635.438,-1.1,0.55,1.995,3.6,1.042,1.041,3.485,3.304
108.0,2018-03-13 14:32:04.768076,2018-03-13 17:36:07.940028,1225678.617,-1.1,0.55,1.995,3.6,1.042,1.041,3.485,3.304
109.0,2018-03-13 17:36:07.979592,2018-03-13 20:40:09.267364,1236719.944,-1.1,0.55,1.994,3.6,1.042,1.041,3.485,3.304
110.0,2018-03-13 20:40:09.351500,2018-03-13 23:44:10.822660,1247761.499,-1.1,0.55,1.995,3.6,1.042,1.041,3.484,3.304
111.0,2018-03-13 23:44:10.990052,2018-03-14 02:48:09.951460,1258800.628,-1.1,0.55,1.994,3.6,1.042,1.041,3.484,3.303
112.0,2018-03-14 02:48:10.002764,2018-03-14 05:52:10.255564,1269840.932,-1.1,0.55,1.994,3.6,1.042,1.041,3.484,3.303
113.0,2018-03-14 05:52:10.328396,2018-03-14 08:56:10.038136,1280880.715,-1.1,0.55,1.995,3.6,1.042,1.041,3.484,3.303
114.0,2018-03-14 08:56:10.129740,2018-03-14 12:00:10.523728,1291921.2,-1.1,0.55,1.994,3.6,1.042,1.041,3.484,3.302
115.0,2018-03-14 12:00:10.586544,2018-03-14 15:04:07.755320,1302958.432,-1.1,0.55,1.994,3.6,1.042,1.041,3.483,3.302
116.0,2018-03-14 15:04:07.766248,2018-03-14 18:08:01.507668,1313992.184,-1.1,0.55,1.995,3.6,1.041,1.041,3.483,3.302
117.0,2018-03-14 18:08:01.407308,2018-03-14 21:11:55.799788,1325026.476,-1.1,0.55,1.994,3.6,1.041,1.041,3.483,3.302
118.0,2018-03-14 21:11:55.703528,2018-03-15 00:15:47.546500,1336058.223,-1.1,0.55,1.994,3.6,1.041,1.04,3.482,3.301
119.0,2018-03-15 00:15:47.640652,2018-03-15 03:19:35.225164,1347085.902,-1.1,0.55,1.995,3.6,1.041,1.04,3.481,3.301
120.0,2018-03-15 03:19:35.383572,2018-03-15 06:23:27.116288,1358117.793,-1.1,0.55,1.994,3.6,1.041,1.04,3.482,3.301
