Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-05 15:15:46.013073,2018-02-05 19:33:16.291503,15460.291,-0.55,0.55,1.997,3.6,1.025,1.03,3.443,3.317
2.0,2018-02-05 19:33:16.323093,2018-02-05 23:48:45.343995,30789.343,-0.55,0.55,1.999,3.6,1.035,1.033,3.466,3.325
3.0,2018-02-05 23:48:45.437208,2018-02-06 04:04:11.604104,46115.604,-0.55,0.55,1.999,3.6,1.036,1.034,3.468,3.329
4.0,2018-02-06 04:04:11.604211,2018-02-06 09:32:46.185651,65830.185,-2.2,0.55,1.989,3.6,2.068,2.057,6.92,6.408
5.0,2018-02-06 09:34:46.241278,2018-02-06 12:10:03.880356,75267.88,-2.2,0.549,1.996,3.6,1.031,1.029,3.446,3.207
6.0,2018-02-06 12:12:03.937830,2018-02-06 14:47:06.895809,84690.895,-2.2,0.549,1.991,3.6,1.031,1.029,3.444,3.206
7.0,2018-02-06 14:49:06.951943,2018-02-06 17:24:00.892411,94104.892,-2.2,0.549,1.999,3.6,1.031,1.029,3.443,3.207
8.0,2018-02-06 17:26:00.944244,2018-02-06 20:00:52.347810,103516.347,-2.2,0.549,1.992,3.6,1.031,1.029,3.443,3.207
9.0,2018-02-06 20:02:52.403962,2018-02-06 22:37:38.078130,112922.078,-2.2,0.549,1.991,3.6,1.031,1.029,3.443,3.207
10.0,2018-02-06 22:39:38.137012,2018-02-07 01:14:18.186748,122322.186,-2.2,0.549,1.988,3.6,1.03,1.029,3.443,3.207
11.0,2018-02-07 01:16:18.239168,2018-02-07 03:50:54.506530,131718.506,-2.2,0.549,1.988,3.6,1.03,1.029,3.442,3.207
12.0,2018-02-07 03:52:54.554555,2018-02-07 06:27:29.197628,141113.197,-2.2,0.549,1.993,3.6,1.03,1.029,3.442,3.207
13.0,2018-02-07 06:29:29.246187,2018-02-07 09:04:05.786157,150509.786,-2.2,0.549,1.989,3.6,1.03,1.029,3.442,3.207
14.0,2018-02-07 09:06:05.838749,2018-02-07 11:40:36.333795,159900.333,-2.2,0.549,1.994,3.6,1.03,1.029,3.442,3.207
15.0,2018-02-07 11:42:36.387858,2018-02-07 14:17:05.126553,169289.126,-2.2,0.549,1.99,3.6,1.03,1.029,3.442,3.207
16.0,2018-02-07 14:19:05.180455,2018-02-07 16:53:28.754736,178672.754,-2.2,0.549,1.995,3.6,1.03,1.029,3.442,3.207
17.0,2018-02-07 16:55:28.809700,2018-02-07 19:29:55.900047,188059.9,-2.2,0.549,1.994,3.6,1.03,1.029,3.442,3.207
18.0,2018-02-07 19:31:55.957539,2018-02-07 22:06:13.451059,197437.451,-2.2,0.549,1.998,3.6,1.03,1.029,3.441,3.207
19.0,2018-02-07 22:08:13.512667,2018-02-08 00:42:36.212760,206820.212,-2.2,0.549,1.988,3.6,1.03,1.029,3.441,3.207
20.0,2018-02-08 00:44:36.271136,2018-02-08 03:18:47.851590,216191.851,-2.2,0.549,1.994,3.6,1.03,1.029,3.44,3.207
21.0,2018-02-08 03:20:47.904462,2018-02-08 05:55:00.720555,225564.72,-2.2,0.549,1.995,3.6,1.03,1.029,3.441,3.207
22.0,2018-02-08 05:57:00.769982,2018-02-08 08:31:12.161173,234936.161,-2.2,0.549,1.994,3.6,1.03,1.029,3.44,3.207
23.0,2018-02-08 08:33:12.209619,2018-02-08 11:07:30.600788,244314.6,-2.2,0.549,1.993,3.6,1.03,1.029,3.441,3.207
24.0,2018-02-08 11:09:30.662992,2018-02-08 13:43:39.283963,253683.283,-2.2,0.549,1.999,3.6,1.03,1.029,3.44,3.207
25.0,2018-02-08 13:45:39.335939,2018-02-08 16:19:51.971685,263055.971,-2.2,0.549,1.994,3.6,1.03,1.029,3.44,3.207
26.0,2018-02-08 16:21:52.022608,2018-02-08 18:56:05.499036,272429.499,-2.2,0.549,1.988,3.6,1.03,1.029,3.44,3.207
27.0,2018-02-08 18:58:05.551118,2018-02-08 21:32:20.228907,281804.228,-2.2,0.549,1.994,3.6,1.03,1.029,3.44,3.206
28.0,2018-02-08 21:34:20.287956,2018-02-09 00:08:34.094351,291178.094,-2.2,0.549,1.992,3.6,1.03,1.029,3.44,3.207
29.0,2018-02-09 00:10:34.135692,2018-02-09 02:44:38.561580,300542.561,-2.2,0.549,1.997,3.6,1.03,1.029,3.439,3.206
30.0,2018-02-09 02:46:38.632565,2018-02-09 05:20:43.899835,309907.899,-2.2,0.549,1.995,3.6,1.03,1.029,3.439,3.206
31.0,2018-02-09 05:22:43.970613,2018-02-09 07:56:50.300967,319274.3,-2.2,0.549,1.988,3.6,1.03,1.029,3.439,3.207
32.0,2018-02-09 07:58:50.342109,2018-02-09 10:32:51.640842,328635.64,-2.2,0.549,1.997,3.6,1.03,1.028,3.439,3.206
33.0,2018-02-09 10:34:51.706706,2018-02-09 13:08:49.853288,337993.853,-2.2,0.549,1.998,3.6,1.03,1.028,3.439,3.206
34.0,2018-02-09 13:10:49.907492,2018-02-09 15:44:50.680348,347354.68,-2.2,0.549,1.988,3.6,1.03,1.029,3.439,3.206
35.0,2018-02-09 15:46:50.727071,2018-02-09 18:20:55.640952,356719.64,-2.2,0.549,1.995,3.6,1.03,1.028,3.439,3.206
36.0,2018-02-09 18:22:55.686935,2018-02-09 20:56:52.366468,366076.366,-2.2,0.549,1.993,3.6,1.03,1.028,3.438,3.206
