Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-27 13:11:35.071900,2018-02-27 17:37:06.353352,15941.288,-1.5,1.5,1.999,4.2,2.856,2.957,11.086,10.432
2.0,2018-02-27 17:37:06.372248,2018-02-27 21:19:00.863084,29255.798,-1.5,1.582,1.999,4.2,2.53,2.516,9.592,8.74
3.0,2018-02-27 21:19:00.881172,2018-02-28 01:48:31.473316,45426.408,-1.5,1.5,1.999,4.2,2.965,2.951,11.411,10.467
4.0,2018-02-28 01:48:31.494260,2018-02-28 07:39:04.402464,66459.337,-6.0,1.499,1.999,4.2,5.863,5.8,22.602,18.801
5.0,2018-02-28 07:39:04.424088,2018-02-28 10:38:03.141340,77198.076,-6.0,1.499,1.998,4.2,2.906,2.894,11.189,9.439
6.0,2018-02-28 10:38:03.150048,2018-02-28 13:37:02.503272,87937.438,-6.0,1.499,1.998,4.2,2.9,2.887,11.162,9.444
7.0,2018-02-28 13:37:02.520884,2018-02-28 16:35:53.783448,98668.718,-6.0,1.499,1.998,4.2,2.891,2.88,11.128,9.445
8.0,2018-02-28 16:35:53.795224,2018-02-28 19:34:37.384320,109392.319,-6.0,1.499,1.998,4.2,2.884,2.874,11.1,9.443
9.0,2018-02-28 19:34:37.398752,2018-02-28 22:34:16.534056,120171.469,-6.0,1.499,1.998,4.2,2.876,2.875,11.071,9.45
10.0,2018-02-28 22:34:16.550040,2018-03-01 01:32:57.925752,130892.86,-6.0,1.5,1.997,4.2,2.879,2.86,11.081,9.432
11.0,2018-03-01 01:32:57.952920,2018-03-01 04:31:04.235592,141579.17,-6.0,1.499,1.998,4.2,2.862,2.854,11.019,9.425
12.0,2018-03-01 04:31:04.261272,2018-03-01 07:29:01.325276,152256.26,-6.0,1.5,1.998,4.2,2.857,2.851,10.999,9.421
13.0,2018-03-01 07:29:01.334140,2018-03-01 10:26:51.659848,162926.594,-6.0,1.5,1.998,4.2,2.853,2.847,10.985,9.414
14.0,2018-03-01 10:26:51.663000,2018-03-01 13:24:34.211268,173589.146,-6.0,1.499,1.998,4.2,2.848,2.841,10.968,9.402
15.0,2018-03-01 13:24:34.239028,2018-03-01 16:22:03.540168,184238.475,-6.0,1.499,1.998,4.2,2.843,2.835,10.948,9.391
16.0,2018-03-01 16:22:03.560600,2018-03-01 19:19:21.362632,194876.297,-6.0,1.5,1.997,4.2,2.837,2.836,10.927,9.392
17.0,2018-03-01 19:19:21.396788,2018-03-01 22:16:36.879740,205511.814,-5.999,1.5,1.997,4.2,2.837,2.829,10.926,9.376
18.0,2018-03-01 22:16:36.906648,2018-03-02 01:12:48.336328,216083.271,-6.0,1.5,1.997,4.2,2.775,2.825,10.701,9.366
19.0,2018-03-02 01:12:48.354968,2018-03-02 04:09:40.018024,226694.953,-6.0,1.499,1.997,4.2,2.826,2.823,10.887,9.362
20.0,2018-03-02 04:09:40.042292,2018-03-02 07:06:26.165440,237301.1,-6.0,1.5,1.997,4.2,2.825,2.818,10.88,9.35
21.0,2018-03-02 07:06:26.175640,2018-03-02 10:03:02.566424,247897.501,-6.0,1.5,1.997,4.2,2.82,2.818,10.863,9.348
22.0,2018-03-02 10:03:02.593076,2018-03-02 12:59:33.526440,258488.461,-6.0,1.499,1.996,4.2,2.818,2.811,10.856,9.332
23.0,2018-03-02 12:59:33.554640,2018-03-02 15:55:50.434632,269065.369,-6.0,1.499,1.997,4.2,2.812,2.81,10.836,9.33
24.0,2018-03-02 15:55:50.442648,2018-03-02 18:52:04.256260,279639.191,-6.0,1.5,1.997,4.2,2.812,2.806,10.832,9.319
25.0,2018-03-02 18:52:04.299416,2018-03-02 21:48:08.174624,290203.109,-6.0,1.5,1.997,4.2,2.807,2.806,10.817,9.315
26.0,2018-03-02 21:48:08.210996,2018-03-03 00:34:01.794372,300156.729,-6.0,1.5,1.996,4.2,2.807,2.786,10.817,9.267
27.0,2018-03-03 00:34:01.785908,2018-03-03 03:29:51.645088,310706.58,-5.999,1.5,1.998,4.2,2.78,2.801,10.754,9.308
28.0,2018-03-03 03:29:51.672884,2018-03-03 06:25:44.670692,321259.605,-5.999,1.499,1.997,4.2,2.805,2.795,10.807,9.294
29.0,2018-03-03 06:25:44.705588,2018-03-03 09:21:19.712868,331794.647,-5.999,1.5,1.997,4.2,2.797,2.793,10.78,9.285
30.0,2018-03-03 09:21:19.715892,2018-03-03 12:16:48.459580,342323.394,-5.999,1.5,1.996,4.2,2.795,2.793,10.772,9.282
31.0,2018-03-03 12:16:48.434740,2018-03-03 15:12:16.436992,352851.371,-6.0,1.499,1.996,4.2,2.795,2.789,10.771,9.272
32.0,2018-03-03 15:12:16.432792,2018-03-03 18:07:33.031360,363367.966,-6.0,1.499,1.996,4.2,2.791,2.783,10.758,9.258
33.0,2018-03-03 18:07:33.056948,2018-03-03 20:52:24.499816,373259.434,-6.0,1.499,1.997,4.2,2.785,2.766,10.735,9.214
34.0,2018-03-03 20:52:24.507032,2018-03-03 23:37:23.450144,383158.385,-6.0,1.5,1.998,4.2,2.763,2.767,10.691,9.218
35.0,2018-03-03 23:37:23.457688,2018-03-04 02:22:03.537768,393038.472,-6.0,1.499,1.997,4.2,2.761,2.766,10.691,9.203
36.0,2018-03-04 02:22:03.533876,2018-03-04 05:06:58.349380,402933.284,-6.0,1.5,1.997,4.2,2.768,2.764,10.707,9.196
37.0,2018-03-04 05:06:58.388632,2018-03-04 07:50:55.819400,412770.754,-6.0,1.499,1.997,4.2,2.768,2.758,10.674,9.182
38.0,2018-03-04 07:50:55.833652,2018-03-04 10:44:33.632996,423188.567,-6.0,1.499,1.997,4.2,2.761,2.754,10.659,9.172
39.0,2018-03-04 10:44:33.665688,2018-03-04 13:28:00.380304,432995.315,-6.0,1.499,1.998,4.2,2.756,2.75,10.632,9.16
40.0,2018-03-04 13:28:00.371224,2018-03-04 16:11:14.537392,442789.472,-6.0,1.499,1.997,4.2,2.752,2.746,10.616,9.149
41.0,2018-03-04 16:11:14.533016,2018-03-04 18:54:17.149696,452572.084,-6.0,1.499,1.997,4.2,2.748,2.743,10.602,9.14
42.0,2018-03-04 18:54:17.190040,2018-03-04 21:47:07.829112,462942.764,-6.0,1.5,1.997,4.2,2.744,2.74,10.6,9.132
43.0,2018-03-04 21:47:07.839256,2018-03-05 00:29:54.429748,472709.364,-6.0,1.5,1.997,4.2,2.742,2.737,10.581,9.125
44.0,2018-03-05 00:29:54.436760,2018-03-05 03:22:29.588832,483064.523,-6.0,1.499,1.997,4.2,2.738,2.735,10.578,9.118
45.0,2018-03-05 03:22:29.583512,2018-03-05 06:04:59.975444,492814.91,-6.0,1.499,1.997,4.2,2.736,2.732,10.56,9.11
46.0,2018-03-05 06:04:59.996724,2018-03-05 08:47:21.670932,502556.605,-6.0,1.499,1.997,4.2,2.733,2.729,10.55,9.102
47.0,2018-03-05 08:47:21.690948,2018-03-05 11:39:33.902028,512888.837,-6.0,1.499,1.997,4.2,2.73,2.728,10.552,9.098
48.0,2018-03-05 11:39:33.932568,2018-03-05 14:21:41.740088,522616.675,-6.0,1.499,1.998,4.2,2.729,2.725,10.532,9.089
49.0,2018-03-05 14:21:41.772028,2018-03-05 17:03:42.807460,532337.742,-6.0,1.5,1.997,4.2,2.726,2.723,10.525,9.083
50.0,2018-03-05 17:03:42.890548,2018-03-05 19:45:36.304324,542051.239,-6.0,1.5,1.997,4.2,2.724,2.721,10.516,9.077
51.0,2018-03-05 19:45:36.308788,2018-03-05 22:27:22.512924,551757.447,-6.0,1.5,1.997,4.2,2.722,2.718,10.508,9.071
52.0,2018-03-05 22:27:22.550936,2018-03-06 01:09:01.121812,561456.056,-6.0,1.5,1.997,4.2,2.719,2.716,10.499,9.065
