Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-05 15:14:17.006911,2018-02-05 19:33:25.071769,15558.071,-0.55,0.55,1.998,3.6,1.03,1.035,3.464,3.331
2.0,2018-02-05 19:33:25.196791,2018-02-05 23:50:28.594134,30981.594,-0.55,0.55,1.999,3.6,1.04,1.038,3.486,3.338
3.0,2018-02-05 23:50:28.625521,2018-02-06 04:07:18.593423,46391.593,-0.55,0.55,1.999,3.6,1.041,1.039,3.488,3.342
4.0,2018-02-06 04:07:18.593532,2018-02-06 10:35:43.482665,69696.482,-1.1,0.55,1.986,3.6,2.081,2.073,6.969,6.591
5.0,2018-02-06 10:37:43.518888,2018-02-06 13:43:38.153158,80971.153,-1.1,0.55,1.999,3.6,1.039,1.037,3.477,3.297
6.0,2018-02-06 13:45:38.204905,2018-02-06 16:51:21.058729,92234.058,-1.1,0.55,1.994,3.6,1.039,1.037,3.475,3.298
7.0,2018-02-06 16:53:21.111857,2018-02-06 19:58:52.655349,103485.655,-1.1,0.55,1.998,3.6,1.039,1.037,3.475,3.299
8.0,2018-02-06 20:00:52.712019,2018-02-06 23:06:20.622130,114733.622,-1.1,0.55,1.999,3.6,1.039,1.037,3.475,3.299
9.0,2018-02-06 23:08:20.676519,2018-02-07 02:13:41.610648,125974.61,-1.1,0.55,1.992,3.6,1.039,1.037,3.475,3.299
10.0,2018-02-07 02:15:41.667383,2018-02-07 05:20:58.766318,137211.766,-1.1,0.55,1.995,3.6,1.039,1.038,3.475,3.3
11.0,2018-02-07 05:22:58.818820,2018-02-07 08:28:16.290156,148449.29,-1.1,0.55,1.997,3.6,1.039,1.038,3.475,3.3
12.0,2018-02-07 08:30:16.347344,2018-02-07 11:35:29.912449,159682.912,-1.1,0.55,1.997,3.6,1.039,1.038,3.475,3.3
13.0,2018-02-07 11:37:29.975392,2018-02-07 14:42:42.867025,170915.867,-1.1,0.55,1.996,3.6,1.039,1.038,3.475,3.3
14.0,2018-02-07 14:44:42.922795,2018-02-07 17:49:51.204195,182144.204,-1.1,0.55,1.994,3.6,1.039,1.038,3.475,3.301
15.0,2018-02-07 17:51:51.263247,2018-02-07 20:57:01.403391,193374.403,-1.1,0.55,1.991,3.6,1.039,1.038,3.476,3.301
16.0,2018-02-07 20:59:01.454712,2018-02-08 00:04:08.049961,204601.049,-1.1,0.55,1.999,3.6,1.039,1.038,3.476,3.301
17.0,2018-02-08 00:06:08.103616,2018-02-08 03:11:11.091578,215824.091,-1.1,0.55,1.994,3.6,1.04,1.038,3.476,3.301
18.0,2018-02-08 03:13:11.141456,2018-02-08 06:18:14.730273,227047.73,-1.1,0.55,1.997,3.6,1.04,1.038,3.476,3.301
19.0,2018-02-08 06:20:14.792925,2018-02-08 09:25:14.424991,238267.424,-1.1,0.55,1.997,3.6,1.04,1.038,3.476,3.301
20.0,2018-02-08 09:27:14.483487,2018-02-08 12:32:10.855464,249483.855,-1.1,0.55,1.994,3.6,1.04,1.038,3.476,3.302
21.0,2018-02-08 12:34:10.907974,2018-02-08 15:39:09.209741,260702.209,-1.1,0.55,1.99,3.6,1.04,1.038,3.476,3.302
