Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-01 10:11:29.016722,2018-02-01 14:17:29.085501,14770.085,-1.5,1.499,1.999,4.2,2.582,2.724,10.092,9.551
2.0,2018-02-01 14:17:29.116714,2018-02-01 18:29:02.699107,29863.699,-1.5,1.499,1.999,4.2,2.731,2.732,10.584,9.587
3.0,2018-02-01 18:29:02.854334,2018-02-01 22:40:26.034457,44947.034,-1.5,1.499,1.999,4.2,2.731,2.727,10.581,9.575
4.0,2018-02-01 22:40:26.034577,2018-02-02 04:08:00.545458,64601.545,-6.0,1.499,1.999,4.2,5.436,5.414,21.061,17.261
5.0,2018-02-02 04:10:00.581164,2018-02-02 06:45:51.870336,74072.87,-5.999,1.499,1.999,4.2,2.698,2.689,10.439,8.575
6.0,2018-02-02 06:47:51.897498,2018-02-02 09:23:11.706804,83512.706,-5.999,1.499,1.999,4.2,2.688,2.679,10.401,8.547
7.0,2018-02-02 09:25:11.765633,2018-02-02 12:00:09.614548,92930.614,-5.999,1.499,1.998,4.2,2.683,2.674,10.386,8.544
8.0,2018-02-02 12:02:09.671579,2018-02-02 14:36:41.792288,102322.792,-5.999,1.499,1.999,4.2,2.671,2.664,10.34,8.516
9.0,2018-02-02 14:38:41.845802,2018-02-02 17:12:53.087272,111694.087,-5.999,1.499,1.999,4.2,2.664,2.657,10.313,8.505
10.0,2018-02-02 17:14:53.138926,2018-02-02 19:48:47.038142,121048.038,-5.999,1.499,1.998,4.2,2.657,2.651,10.289,8.496
11.0,2018-02-02 19:50:47.094822,2018-02-02 22:24:24.713801,130385.713,-5.999,1.499,1.999,4.2,2.651,2.646,10.267,8.486
12.0,2018-02-02 22:26:24.772237,2018-02-03 00:59:46.195535,139707.195,-5.999,1.499,1.999,4.2,2.646,2.641,10.246,8.478
13.0,2018-02-03 01:01:46.245225,2018-02-03 03:34:53.611700,149014.611,-5.999,1.499,1.999,4.2,2.64,2.635,10.226,8.469
14.0,2018-02-03 03:36:53.661163,2018-02-03 06:09:45.789312,158306.789,-5.999,1.499,1.999,4.2,2.635,2.63,10.206,8.459
15.0,2018-02-03 06:11:45.844814,2018-02-03 08:44:23.349224,167584.349,-5.999,1.499,1.999,4.2,2.63,2.625,10.187,8.45
16.0,2018-02-03 08:46:23.402970,2018-02-03 11:18:45.569707,176846.569,-5.999,1.499,1.999,4.2,2.625,2.62,10.169,8.441
17.0,2018-02-03 11:20:45.627805,2018-02-03 13:52:53.479156,186094.479,-5.999,1.499,1.998,4.2,2.619,2.616,10.149,8.431
18.0,2018-02-03 13:54:53.534536,2018-02-03 16:26:48.348383,195329.348,-5.999,1.499,1.997,4.2,2.615,2.611,10.132,8.42
19.0,2018-02-03 16:28:48.410658,2018-02-03 19:00:27.803808,204548.803,-5.998,1.499,1.997,4.2,2.609,2.606,10.113,8.408
20.0,2018-02-03 19:02:27.864087,2018-02-03 21:33:54.096306,213755.096,-5.998,1.499,1.999,4.2,2.605,2.601,10.096,8.397
21.0,2018-02-03 21:35:54.148285,2018-02-04 00:07:06.497164,222947.497,-5.999,1.499,1.999,4.2,2.6,2.596,10.078,8.386
