Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-27 13:08:10.342100,2018-02-27 17:26:44.624888,15524.284,-0.549,0.55,1.999,3.6,1.048,1.064,3.529,3.419
2.0,2018-02-27 17:26:44.640628,2018-02-27 21:45:00.788388,31020.448,-0.549,0.55,1.999,3.6,1.066,1.065,3.576,3.421
3.0,2018-02-27 21:45:00.803132,2018-02-28 02:02:58.008572,46497.668,-0.55,0.55,1.999,3.6,1.066,1.065,3.573,3.422
4.0,2018-02-28 02:02:58.027408,2018-02-28 07:32:26.693092,66266.353,-2.2,0.55,1.997,3.6,2.125,2.117,7.126,6.512
5.0,2018-02-28 07:32:26.711952,2018-02-28 10:10:57.514244,75777.174,-2.2,0.55,1.988,3.6,1.06,1.058,3.55,3.256
6.0,2018-02-28 10:10:57.530740,2018-02-28 12:49:17.523892,85277.183,-2.2,0.55,1.987,3.6,1.059,1.058,3.547,3.256
7.0,2018-02-28 12:49:17.539188,2018-02-28 15:27:28.629496,94768.289,-2.2,0.55,1.989,3.6,1.058,1.058,3.545,3.254
8.0,2018-02-28 15:27:28.642932,2018-02-28 18:05:34.247672,104253.907,-2.2,0.55,1.989,3.6,1.058,1.057,3.543,3.254
9.0,2018-02-28 18:05:34.266228,2018-02-28 20:43:31.845988,113731.505,-2.2,0.55,1.99,3.6,1.058,1.057,3.542,3.254
10.0,2018-02-28 20:43:31.869556,2018-02-28 23:21:24.992824,123204.652,-2.2,0.55,1.99,3.6,1.057,1.057,3.541,3.253
11.0,2018-02-28 23:21:24.999852,2018-03-01 01:59:13.087128,132672.747,-2.2,0.55,1.99,3.6,1.057,1.057,3.539,3.253
12.0,2018-03-01 01:59:13.108752,2018-03-01 04:36:59.788056,142139.448,-2.2,0.55,1.991,3.6,1.057,1.056,3.539,3.252
13.0,2018-03-01 04:36:59.816820,2018-03-01 07:14:42.082928,151601.742,-2.2,0.55,1.988,3.6,1.057,1.056,3.538,3.252
14.0,2018-03-01 07:14:42.106508,2018-03-01 09:52:18.766836,161058.426,-2.2,0.55,1.989,3.6,1.056,1.056,3.537,3.251
15.0,2018-03-01 09:52:18.782268,2018-03-01 12:29:52.290576,170511.95,-2.2,0.55,1.989,3.6,1.056,1.056,3.537,3.251
16.0,2018-03-01 12:29:52.317400,2018-03-01 15:07:22.085032,179961.745,-2.2,0.55,1.99,3.6,1.056,1.056,3.536,3.251
17.0,2018-03-01 15:07:22.100796,2018-03-01 17:44:50.906548,189410.566,-2.2,0.55,1.989,3.6,1.056,1.056,3.535,3.251
18.0,2018-03-01 17:44:50.933620,2018-03-01 20:22:17.276952,198856.936,-2.2,0.55,1.99,3.6,1.056,1.055,3.534,3.25
19.0,2018-03-01 20:22:17.292560,2018-03-01 22:59:40.558312,208300.218,-2.2,0.55,1.987,3.6,1.056,1.055,3.534,3.25
20.0,2018-03-01 22:59:40.587892,2018-03-02 01:37:00.574188,217740.234,-2.2,0.55,1.988,3.6,1.055,1.055,3.533,3.249
21.0,2018-03-02 01:37:00.589940,2018-03-02 04:14:16.406628,227176.066,-2.2,0.55,1.99,3.6,1.055,1.055,3.533,3.249
22.0,2018-03-02 04:14:16.413968,2018-03-02 06:51:32.524492,236612.184,-2.2,0.55,1.988,3.6,1.055,1.055,3.532,3.249
23.0,2018-03-02 06:51:32.533108,2018-03-02 09:28:47.596784,246047.256,-2.2,0.55,1.988,3.6,1.055,1.055,3.531,3.248
24.0,2018-03-02 09:28:47.603472,2018-03-02 12:05:59.414076,255479.074,-2.2,0.55,1.989,3.6,1.055,1.054,3.53,3.248
25.0,2018-03-02 12:05:59.435404,2018-03-02 14:43:09.371308,264909.031,-2.2,0.55,1.988,3.6,1.055,1.054,3.53,3.248
