Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-07-17 10:10:22.015029,2018-07-17 14:41:30.738234,16278.738,-1.501,1.499,1.999,4.2,2.831,2.914,10.873,10.479
2.0,2018-07-17 14:41:30.800344,2018-07-17 19:15:03.719467,32691.719,-1.501,1.499,1.999,4.201,2.915,2.906,11.128,10.459
3.0,2018-07-17 19:15:03.781564,2018-07-17 23:47:59.419737,49067.419,-1.501,1.499,1.999,4.2,2.905,2.898,11.094,10.438
4.0,2018-07-17 23:47:59.419864,2018-07-18 06:45:22.120406,74110.12,-3.001,1.499,1.998,4.2,5.771,5.741,22.05,20.336
5.0,2018-07-18 06:47:22.156848,2018-07-18 10:07:53.050493,86261.05,-3.001,1.499,1.999,4.2,2.865,2.857,10.943,10.128
6.0,2018-07-18 10:09:53.108906,2018-07-18 13:29:53.342271,98381.342,-3.001,1.499,1.998,4.2,2.856,2.849,10.911,10.103
7.0,2018-07-18 13:31:53.398848,2018-07-18 16:51:22.570966,110470.57,-3.001,1.499,1.999,4.2,2.847,2.841,10.879,10.08
8.0,2018-07-18 16:53:22.596592,2018-07-18 20:12:24.409252,122532.409,-3.001,1.499,1.999,4.2,2.839,2.833,10.852,10.057
9.0,2018-07-18 20:14:24.443110,2018-07-18 23:32:56.682135,134564.682,-3.001,1.499,1.999,4.2,2.831,2.825,10.823,10.035
10.0,2018-07-18 23:34:56.705344,2018-07-19 02:53:02.948583,146570.948,-3.001,1.499,1.999,4.2,2.824,2.818,10.797,10.015
11.0,2018-07-19 02:55:02.970842,2018-07-19 06:12:46.503071,158554.503,-3.001,1.499,1.999,4.2,2.817,2.812,10.774,9.995
12.0,2018-07-19 06:14:46.536063,2018-07-19 09:32:03.066390,170511.066,-3.001,1.499,1.998,4.2,2.81,2.806,10.75,9.975
13.0,2018-07-19 09:34:03.116841,2018-07-19 12:50:55.385419,182443.385,-3.001,1.499,1.998,4.2,2.804,2.799,10.729,9.957
14.0,2018-07-19 12:52:55.441430,2018-07-19 16:09:27.147387,194355.147,-3.001,1.499,1.999,4.2,2.798,2.794,10.707,9.94
15.0,2018-07-19 16:11:27.207258,2018-07-19 19:27:40.381403,206248.381,-3.001,1.499,1.999,4.2,2.792,2.788,10.687,9.923
16.0,2018-07-19 19:29:40.430601,2018-07-19 22:45:29.275031,218117.275,-3.001,1.499,1.998,4.2,2.786,2.783,10.666,9.906
17.0,2018-07-19 22:47:29.336500,2018-07-20 02:03:02.837729,229970.837,-3.001,1.499,1.999,4.2,2.781,2.778,10.649,9.891
18.0,2018-07-20 02:05:02.886497,2018-07-20 05:20:15.812091,241803.812,-3.001,1.499,1.997,4.2,2.776,2.773,10.63,9.877
19.0,2018-07-20 05:22:15.861465,2018-07-20 08:37:13.187477,253621.187,-3.001,1.499,1.999,4.2,2.771,2.768,10.614,9.862
20.0,2018-07-20 08:39:13.240056,2018-07-20 11:53:45.538104,265413.538,-3.001,1.499,1.999,4.2,2.767,2.763,10.598,9.846
21.0,2018-07-20 11:55:45.604078,2018-07-20 15:10:07.416058,277195.416,-3.001,1.499,1.999,4.2,2.762,2.759,10.583,9.834
22.0,2018-07-20 15:12:07.462880,2018-07-20 18:26:09.379560,288957.379,-3.001,1.499,1.999,4.2,2.758,2.755,10.567,9.822
23.0,2018-07-20 18:28:09.421149,2018-07-20 21:41:58.665343,300706.665,-3.001,1.499,1.998,4.201,2.754,2.751,10.552,9.809
24.0,2018-07-20 21:43:58.727996,2018-07-21 00:57:35.989123,312443.989,-3.001,1.499,1.999,4.2,2.75,2.747,10.538,9.797
25.0,2018-07-21 00:59:36.054426,2018-07-21 04:12:55.098161,324163.098,-3.001,1.499,1.999,4.201,2.745,2.743,10.523,9.785
26.0,2018-07-21 04:14:55.166789,2018-07-21 07:28:00.636375,335868.636,-3.001,1.499,1.999,4.2,2.742,2.739,10.51,9.774
27.0,2018-07-21 07:30:00.686685,2018-07-21 10:42:52.670815,347560.67,-3.001,1.499,1.999,4.2,2.738,2.736,10.497,9.764
28.0,2018-07-21 10:44:52.712436,2018-07-21 13:57:33.092744,359241.092,-3.001,1.499,1.999,4.2,2.735,2.732,10.485,9.752
29.0,2018-07-21 13:59:33.138102,2018-07-21 17:11:58.937731,370906.937,-3.001,1.499,1.999,4.201,2.731,2.729,10.472,9.743
30.0,2018-07-21 17:13:58.994219,2018-07-21 20:26:11.870457,382559.87,-3.001,1.499,1.999,4.201,2.728,2.726,10.461,9.731
31.0,2018-07-21 20:28:11.917281,2018-07-21 23:40:13.902995,394201.902,-3.001,1.499,1.999,4.2,2.724,2.722,10.448,9.722
32.0,2018-07-21 23:42:13.954079,2018-07-22 02:54:02.614127,405830.614,-3.001,1.499,1.998,4.2,2.721,2.719,10.437,9.711
33.0,2018-07-22 02:56:02.678269,2018-07-22 06:07:38.919748,417446.919,-3.001,1.499,1.998,4.201,2.718,2.716,10.426,9.703
34.0,2018-07-22 06:09:38.977685,2018-07-22 09:21:07.501202,429055.501,-3.001,1.499,1.999,4.2,2.715,2.714,10.416,9.694
35.0,2018-07-22 09:23:07.571272,2018-07-22 12:34:21.572099,440649.572,-3.001,1.499,1.999,4.2,2.712,2.71,10.405,9.685
