Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-27 13:08:34.813900,2018-02-27 17:27:22.513856,15537.7,-0.55,0.55,1.999,3.6,1.043,1.057,3.511,3.401
2.0,2018-02-27 17:27:22.532276,2018-02-27 21:45:44.532168,31039.719,-0.55,0.55,1.999,3.6,1.06,1.058,3.553,3.403
3.0,2018-02-27 21:45:44.547612,2018-02-28 02:03:42.465252,46517.652,-0.55,0.55,1.999,3.6,1.059,1.057,3.549,3.401
4.0,2018-02-28 02:03:42.484792,2018-02-28 08:31:58.716244,69813.903,-1.1,0.55,1.999,3.6,2.112,2.104,7.078,6.68
5.0,2018-02-28 08:31:58.727452,2018-02-28 11:39:53.828644,81089.015,-1.1,0.55,1.995,3.6,1.054,1.052,3.526,3.339
6.0,2018-02-28 11:39:53.843896,2018-02-28 14:47:36.459200,92351.646,-1.1,0.55,1.995,3.6,1.053,1.051,3.523,3.338
7.0,2018-02-28 14:47:36.475932,2018-02-28 17:55:12.821552,103608.008,-1.1,0.55,1.995,3.6,1.052,1.051,3.521,3.337
8.0,2018-02-28 17:55:12.840988,2018-02-28 21:02:40.867108,114856.054,-1.1,0.55,1.995,3.6,1.052,1.05,3.519,3.335
9.0,2018-02-28 21:02:40.882972,2018-03-01 00:10:03.709928,126098.896,-1.1,0.55,1.994,3.6,1.051,1.05,3.517,3.334
10.0,2018-03-01 00:10:03.733328,2018-03-01 03:17:20.735396,137335.922,-1.1,0.55,1.995,3.6,1.051,1.049,3.516,3.332
11.0,2018-03-01 03:17:20.754972,2018-03-01 06:24:31.497760,148566.684,-1.1,0.55,1.994,3.6,1.05,1.049,3.515,3.332
12.0,2018-03-01 06:24:31.503744,2018-03-01 09:31:41.017324,159796.204,-1.1,0.55,1.994,3.6,1.05,1.049,3.514,3.332
13.0,2018-03-01 09:31:41.031608,2018-03-01 12:38:44.880564,171020.067,-1.1,0.55,1.995,3.6,1.05,1.049,3.513,3.331
14.0,2018-03-01 12:38:44.907292,2018-03-01 15:45:44.890724,182240.077,-1.1,0.55,1.994,3.6,1.049,1.049,3.511,3.33
15.0,2018-03-01 15:45:44.916252,2018-03-01 18:52:39.004492,193454.191,-1.1,0.55,1.995,3.6,1.049,1.048,3.51,3.329
16.0,2018-03-01 18:52:39.026972,2018-03-01 21:59:29.940256,204665.127,-1.1,0.55,1.995,3.6,1.049,1.048,3.51,3.329
17.0,2018-03-01 21:59:29.943012,2018-03-02 01:06:17.471496,215872.658,-1.1,0.55,1.994,3.6,1.049,1.048,3.509,3.328
18.0,2018-03-02 01:06:17.483448,2018-03-02 04:13:01.430564,227076.617,-1.1,0.55,1.995,3.6,1.048,1.048,3.508,3.327
