Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-05-11 12:34:08.013268,2018-05-11 17:00:26.316774,15988.316,-1.629,1.62,2.499,4.2,3.093,3.116,12.007,10.942
2.0,2018-05-11 17:00:26.348129,2018-05-11 21:25:59.045387,31921.045,-1.629,1.621,2.499,4.2,3.121,3.103,12.076,10.91
3.0,2018-05-11 21:25:59.077583,2018-05-12 01:50:20.423850,47782.423,-1.629,1.621,2.499,4.2,3.107,3.09,12.02,10.873
4.0,2018-05-12 01:50:20.423959,2018-05-12 07:42:59.922610,68941.922,-6.503,1.621,2.499,4.2,6.088,6.035,23.6,19.245
5.0,2018-05-12 07:44:59.978260,2018-05-12 10:32:58.282491,79140.282,-6.503,1.621,2.499,4.2,3.042,3.029,11.775,9.658
6.0,2018-05-12 10:34:58.337567,2018-05-12 13:22:37.121736,89319.121,-6.503,1.621,2.499,4.2,3.032,3.034,11.728,9.677
7.0,2018-05-12 13:24:37.176568,2018-05-12 16:18:24.894743,99866.894,-6.503,1.621,2.497,4.2,3.034,3.043,11.736,9.701
8.0,2018-05-12 16:20:24.951003,2018-05-12 19:14:27.734620,110429.734,-6.503,1.621,2.497,4.2,3.043,3.038,11.774,9.687
9.0,2018-05-12 19:16:27.788897,2018-05-12 22:04:19.176424,120621.176,-6.503,1.621,2.499,4.2,3.039,3.027,11.759,9.659
10.0,2018-05-12 22:06:19.232307,2018-05-13 00:59:47.264292,131149.264,-6.503,1.621,2.494,4.2,3.027,3.035,11.707,9.68
11.0,2018-05-13 01:01:47.321492,2018-05-13 03:49:22.174635,141324.174,-6.503,1.621,2.499,4.2,3.034,3.023,11.741,9.648
12.0,2018-05-13 03:51:22.232801,2018-05-13 06:38:32.888780,151474.888,-6.503,1.621,2.499,4.2,3.022,3.022,11.691,9.644
13.0,2018-05-13 06:40:32.940580,2018-05-13 10:01:23.808514,163645.808,-6.503,1.621,2.499,4.205,3.126,3.116,12.127,9.974
14.0,2018-05-13 10:03:23.863736,2018-05-13 12:50:07.568335,173769.568,-6.503,1.621,2.499,4.2,3.012,3.02,11.661,9.637
15.0,2018-05-13 12:52:07.624020,2018-05-13 15:39:05.848384,183907.848,-6.503,1.621,2.499,4.2,3.018,3.019,11.675,9.633
16.0,2018-05-13 15:41:05.887729,2018-05-13 18:28:01.257099,194043.257,-6.503,1.621,2.499,4.2,3.017,3.019,11.67,9.632
17.0,2018-05-13 18:30:01.311871,2018-05-13 21:16:58.866436,204180.866,-6.503,1.621,2.499,4.2,3.017,3.018,11.669,9.627
18.0,2018-05-13 21:18:58.920354,2018-05-14 00:05:49.749024,214311.749,-6.503,1.621,2.499,4.2,3.015,3.016,11.664,9.623
19.0,2018-05-14 00:07:49.803026,2018-05-14 02:54:36.258968,224438.258,-6.503,1.621,2.499,4.2,3.014,3.014,11.66,9.615
20.0,2018-05-14 02:56:36.314039,2018-05-14 05:43:20.096058,234562.096,-6.503,1.621,2.499,4.2,3.012,3.015,11.651,9.615
21.0,2018-05-14 05:45:20.151809,2018-05-14 08:32:03.746858,244685.746,-6.503,1.621,2.499,4.2,3.012,3.014,11.652,9.614
22.0,2018-05-14 08:34:03.798805,2018-05-14 11:20:48.082942,254810.082,-6.503,1.621,2.499,4.2,3.012,3.013,11.649,9.609
23.0,2018-05-14 11:22:48.140046,2018-05-14 14:09:25.084672,264927.084,-6.503,1.621,2.499,4.2,3.011,3.011,11.646,9.603
24.0,2018-05-14 14:11:25.142799,2018-05-14 16:57:58.339584,275040.339,-6.503,1.621,2.499,4.2,3.009,3.01,11.638,9.6
25.0,2018-05-14 16:59:58.392759,2018-05-14 19:46:28.822938,285150.822,-6.503,1.621,2.499,4.2,3.008,3.009,11.635,9.593
26.0,2018-05-14 19:48:28.874607,2018-05-14 22:34:59.311449,295261.311,-6.503,1.621,2.499,4.2,3.006,3.007,11.629,9.588
27.0,2018-05-14 22:36:59.369261,2018-05-15 01:23:19.105808,305361.105,-6.503,1.621,2.499,4.2,3.005,3.005,11.624,9.579
28.0,2018-05-15 01:25:19.168036,2018-05-15 04:11:36.735111,315458.735,-6.503,1.621,2.499,4.2,3.002,3.003,11.614,9.573
29.0,2018-05-15 04:13:36.798297,2018-05-15 07:05:54.939222,325916.939,-6.503,1.621,2.493,4.2,3.001,3.007,11.609,9.582
30.0,2018-05-15 07:07:54.995465,2018-05-15 09:54:18.589064,336020.589,-6.503,1.621,2.499,4.2,3.004,3.002,11.63,9.57
31.0,2018-05-15 09:56:18.640292,2018-05-15 12:48:33.639898,346475.639,-6.503,1.621,2.496,4.2,3.0,3.007,11.604,9.58
32.0,2018-05-15 12:50:33.693803,2018-05-15 15:42:55.557284,356937.557,-6.503,1.621,2.499,4.2,3.005,2.999,11.63,9.561
33.0,2018-05-15 15:44:55.609344,2018-05-15 18:30:59.739650,367021.739,-6.503,1.621,2.499,4.2,2.997,2.998,11.602,9.554
34.0,2018-05-15 18:32:59.788555,2018-05-15 21:19:01.577475,377103.577,-6.503,1.621,2.499,4.2,2.995,2.997,11.588,9.55
35.0,2018-05-15 21:21:01.633029,2018-05-16 00:12:59.839676,387541.839,-6.503,1.621,2.492,4.2,2.994,2.998,11.585,9.55
36.0,2018-05-16 00:14:59.902935,2018-05-16 03:00:58.273954,397620.273,-6.503,1.621,2.499,4.2,2.996,2.991,11.598,9.529
37.0,2018-05-16 03:02:58.322630,2018-05-16 05:48:40.272352,407682.272,-6.503,1.621,2.499,4.2,2.989,2.991,11.564,9.527
38.0,2018-05-16 05:50:40.314634,2018-05-16 08:36:23.669103,417745.669,-6.503,1.621,2.499,4.2,2.988,2.989,11.561,9.518
39.0,2018-05-16 08:38:23.699313,2018-05-16 11:30:00.320659,428162.32,-6.503,1.621,2.492,4.2,2.986,2.991,11.554,9.523
40.0,2018-05-16 11:32:00.350785,2018-05-16 14:17:40.405995,438222.405,-6.503,1.621,2.499,4.2,2.989,2.985,11.573,9.504
41.0,2018-05-16 14:19:40.445223,2018-05-16 17:11:06.058597,448628.058,-6.503,1.62,2.497,4.2,2.982,2.988,11.54,9.51
42.0,2018-05-16 17:13:06.068269,2018-05-16 20:04:33.068999,459035.068,-6.503,1.621,2.495,4.2,2.985,2.979,11.558,9.487
43.0,2018-05-16 20:06:33.087056,2018-05-16 22:51:44.197963,469066.197,-6.503,1.621,2.499,4.2,2.977,2.98,11.529,9.484
44.0,2018-05-16 22:53:44.232250,2018-05-17 01:38:56.148286,479098.148,-6.503,1.621,2.499,4.2,2.977,2.976,11.52,9.47
