Date_Time,Test_Time (s),Cycle_Index,Current (A),Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh),Environment_Temperature (C),Cell_Temperature (C)
2018-02-01 10:11:29.016722,10.016,1.0,0.0,3.231,0.0,0.0,0.0,0.0,15.163,15.597
2018-02-01 10:11:39.030296,20.03,1.0,0.0,3.231,0.0,0.0,0.0,0.0,15.01,15.597
2018-02-01 10:11:49.045271,30.045,1.0,0.0,3.231,0.0,0.0,0.0,0.0,15.087,15.597
2018-02-01 10:11:59.060270,40.06,1.0,0.0,3.231,0.0,0.0,0.0,0.0,15.163,15.673
2018-02-01 10:12:09.075148,50.075,1.0,0.0,3.231,0.0,0.0,0.0,0.0,15.087,15.673
2018-02-01 10:12:19.090305,60.09,1.0,0.0,3.231,0.0,0.0,0.0,0.0,15.148,15.658
2018-02-01 10:12:19.121646,60.121,1.0,1.499,3.342,0.0,0.0,0.0,0.0,15.225,15.658
2018-02-01 10:12:19.215282,60.215,1.0,1.499,3.355,0.0,0.0,0.0,0.0,15.225,15.658
2018-02-01 10:12:19.776904,60.776,1.0,1.499,3.365,0.0,0.0,0.0,0.0,15.163,15.673
2018-02-01 10:12:21.742414,62.742,1.0,1.499,3.375,0.001,0.0,0.003,0.0,15.148,15.658
2018-02-01 10:12:24.581639,65.581,1.0,1.499,3.386,0.002,0.0,0.007,0.0,15.148,15.658
2018-02-01 10:12:28.231952,69.231,1.0,1.499,3.396,0.003,0.0,0.012,0.0,15.087,15.597
2018-02-01 10:12:32.319086,73.319,1.0,1.499,3.406,0.005,0.0,0.018,0.0,15.148,15.582
2018-02-01 10:12:36.811786,77.811,1.0,1.499,3.416,0.007,0.0,0.025,0.0,15.01,15.52
2018-02-01 10:12:42.146893,83.146,1.0,1.499,3.426,0.009,0.0,0.032,0.0,15.148,15.658
2018-02-01 10:12:47.388394,88.388,1.0,1.499,3.436,0.011,0.0,0.04,0.0,15.148,15.658
2018-02-01 10:12:53.441093,94.441,1.0,1.499,3.446,0.014,0.0,0.048,0.0,15.148,15.658
2018-02-01 10:12:59.930553,100.93,1.0,1.499,3.456,0.017,0.0,0.058,0.0,15.225,15.658
2018-02-01 10:13:06.950415,107.95,1.0,1.499,3.466,0.019,0.0,0.068,0.0,15.21,15.643
2018-02-01 10:13:14.531882,115.531,1.0,1.499,3.476,0.023,0.0,0.079,0.0,15.225,15.658
2018-02-01 10:13:23.018094,124.018,1.0,1.499,3.486,0.026,0.0,0.091,0.0,15.148,15.658
2018-02-01 10:13:32.128565,133.128,1.0,1.499,3.496,0.03,0.0,0.104,0.0,15.01,15.597
2018-02-01 10:13:42.143364,143.143,1.0,1.499,3.506,0.034,0.0,0.119,0.0,15.148,15.658
2018-02-01 10:13:52.158375,153.158,1.0,1.499,3.515,0.038,0.0,0.134,0.0,14.933,15.673
2018-02-01 10:14:02.173383,163.173,1.0,1.499,3.523,0.042,0.0,0.148,0.0,14.995,15.658
2018-02-01 10:14:12.188371,173.188,1.0,1.499,3.531,0.047,0.0,0.163,0.0,15.148,15.658
2018-02-01 10:14:22.203403,183.203,1.0,1.499,3.537,0.051,0.0,0.178,0.0,15.179,15.766
2018-02-01 10:14:32.218379,193.218,1.0,1.499,3.543,0.055,0.0,0.192,0.0,15.287,15.797
2018-02-01 10:14:42.233273,203.233,1.0,1.499,3.548,0.059,0.0,0.207,0.0,15.225,15.735
2018-02-01 10:14:52.248446,213.248,1.0,1.499,3.553,0.063,0.0,0.222,0.0,15.21,15.797
2018-02-01 10:15:02.263449,223.263,1.0,1.499,3.557,0.067,0.0,0.237,0.0,15.148,15.735
2018-02-01 10:15:12.278553,233.278,1.0,1.499,3.56,0.072,0.0,0.252,0.0,14.995,15.735
2018-02-01 10:15:22.293472,243.293,1.0,1.499,3.563,0.076,0.0,0.267,0.0,14.995,15.735
2018-02-01 10:15:32.308336,253.308,1.0,1.499,3.565,0.08,0.0,0.281,0.0,15.057,15.873
2018-02-01 10:15:42.323486,263.323,1.0,1.499,3.567,0.084,0.0,0.296,0.0,15.087,15.827
2018-02-01 10:15:52.338351,273.338,1.0,1.499,3.569,0.088,0.0,0.311,0.0,15.148,15.965
2018-02-01 10:16:02.353398,283.353,1.0,1.499,3.571,0.092,0.0,0.326,0.0,15.148,15.888
2018-02-01 10:16:12.368377,293.368,1.0,1.499,3.572,0.097,0.0,0.341,0.0,15.163,15.827
2018-02-01 10:16:22.383403,303.383,1.0,1.499,3.574,0.101,0.0,0.356,0.0,15.025,15.842
2018-02-01 10:16:32.398555,313.398,1.0,1.499,3.575,0.105,0.0,0.371,0.0,15.01,15.903
2018-02-01 10:16:42.413566,323.413,1.0,1.499,3.577,0.109,0.0,0.386,0.0,15.025,15.918
2018-02-01 10:16:52.428615,333.428,1.0,1.499,3.578,0.113,0.0,0.401,0.0,15.087,15.98
2018-02-01 10:17:02.443678,343.443,1.0,1.499,3.58,0.118,0.0,0.416,0.0,14.872,16.072
2018-02-01 10:17:12.458453,353.458,1.0,1.499,3.581,0.122,0.0,0.43,0.0,15.087,16.133
2018-02-01 10:17:22.473566,363.473,1.0,1.499,3.583,0.126,0.0,0.445,0.0,15.102,16.072
2018-02-01 10:17:32.488496,373.488,1.0,1.499,3.584,0.13,0.0,0.46,0.0,15.102,16.072
2018-02-01 10:17:42.503516,383.503,1.0,1.499,3.585,0.134,0.0,0.475,0.0,15.179,16.148
2018-02-01 10:17:52.518557,393.518,1.0,1.499,3.587,0.138,0.0,0.49,0.0,15.102,16.225
2018-02-01 10:18:02.533537,403.533,1.0,1.499,3.588,0.143,0.0,0.505,0.0,15.087,16.21
2018-02-01 10:18:12.548788,413.548,1.0,1.499,3.59,0.147,0.0,0.52,0.0,14.979,16.179
2018-02-01 10:18:22.563735,423.563,1.0,1.499,3.592,0.151,0.0,0.535,0.0,15.163,16.363
2018-02-01 10:18:32.578747,433.578,1.0,1.499,3.593,0.155,0.0,0.55,0.0,15.025,16.302
2018-02-01 10:18:42.593718,443.593,1.0,1.499,3.594,0.159,0.0,0.565,0.0,15.163,16.287
2018-02-01 10:18:52.608587,453.608,1.0,1.499,3.596,0.163,0.0,0.58,0.0,15.025,16.302
2018-02-01 10:19:02.623728,463.623,1.0,1.499,3.597,0.168,0.0,0.595,0.0,15.24,16.363
2018-02-01 10:19:12.638765,473.638,1.0,1.499,3.598,0.172,0.0,0.61,0.0,15.102,16.225
2018-02-01 10:19:22.653761,483.653,1.0,1.499,3.6,0.176,0.0,0.625,0.0,15.163,16.287
2018-02-01 10:19:32.668791,493.668,1.0,1.499,3.601,0.18,0.0,0.64,0.0,15.102,16.225
2018-02-01 10:19:42.683673,503.683,1.0,1.499,3.602,0.184,0.0,0.655,0.0,15.087,16.363
2018-02-01 10:19:52.698804,513.698,1.0,1.499,3.604,0.188,0.0,0.67,0.0,15.163,16.363
2018-02-01 10:20:02.714033,523.714,1.0,1.499,3.605,0.193,0.0,0.685,0.0,15.163,16.44
2018-02-01 10:20:12.728832,533.728,1.0,1.499,3.606,0.197,0.0,0.7,0.0,15.317,16.44
2018-02-01 10:20:22.743636,543.743,1.0,1.499,3.608,0.201,0.0,0.715,0.0,15.025,16.455
2018-02-01 10:20:32.770853,553.77,1.0,1.499,3.609,0.205,0.0,0.73,0.0,15.163,16.517
2018-02-01 10:20:42.785837,563.785,1.0,1.499,3.61,0.209,0.0,0.746,0.0,15.056,16.409
2018-02-01 10:20:52.800847,573.8,1.0,1.499,3.612,0.213,0.0,0.761,0.0,15.01,16.517
2018-02-01 10:21:02.815855,583.815,1.0,1.499,3.613,0.218,0.0,0.776,0.0,15.148,16.655
2018-02-01 10:21:12.830727,593.83,1.0,1.499,3.614,0.222,0.0,0.791,0.0,15.087,16.44
2018-02-01 10:21:22.845881,603.845,1.0,1.499,3.615,0.226,0.0,0.806,0.0,15.087,16.517
2018-02-01 10:21:32.860900,613.86,1.0,1.499,3.617,0.23,0.0,0.821,0.0,15.148,16.578
2018-02-01 10:21:42.875768,623.875,1.0,1.499,3.618,0.234,0.0,0.836,0.0,15.148,16.655
2018-02-01 10:21:52.890938,633.89,1.0,1.499,3.619,0.238,0.0,0.851,0.0,15.163,16.517
2018-02-01 10:22:02.906088,643.906,1.0,1.499,3.62,0.243,0.0,0.866,0.0,15.01,16.517
2018-02-01 10:22:12.920960,653.92,1.0,1.499,3.621,0.247,0.0,0.881,0.0,15.01,16.593
2018-02-01 10:22:22.935825,663.935,1.0,1.499,3.623,0.251,0.0,0.896,0.0,15.194,16.624
2018-02-01 10:22:32.950836,673.95,1.0,1.499,3.623,0.255,0.0,0.911,0.0,15.225,16.808
2018-02-01 10:22:42.965854,683.965,1.0,1.499,3.625,0.259,0.0,0.927,0.0,15.148,16.655
2018-02-01 10:22:52.980926,693.98,1.0,1.499,3.626,0.263,0.0,0.942,0.0,15.087,16.593
2018-02-01 10:23:02.995894,703.995,1.0,1.499,3.627,0.268,0.0,0.957,0.0,15.072,16.808
2018-02-01 10:23:13.010894,714.01,1.0,1.499,3.628,0.272,0.0,0.972,0.0,15.072,16.808
2018-02-01 10:23:23.025925,724.025,1.0,1.499,3.63,0.276,0.0,0.987,0.0,15.21,16.716
2018-02-01 10:23:33.040902,734.04,1.0,1.499,3.631,0.28,0.0,1.002,0.0,15.072,16.655
2018-02-01 10:23:43.064050,744.064,1.0,1.499,3.632,0.284,0.0,1.017,0.0,14.933,16.593
2018-02-01 10:23:53.078922,754.078,1.0,1.499,3.633,0.289,0.0,1.033,0.0,15.01,16.746
2018-02-01 10:24:03.094075,764.094,1.0,1.499,3.635,0.293,0.0,1.048,0.0,15.01,16.746
2018-02-01 10:24:13.109324,774.109,1.0,1.499,3.636,0.297,0.0,1.063,0.0,15.01,16.746
2018-02-01 10:24:23.123888,784.123,1.0,1.499,3.637,0.301,0.0,1.078,0.0,15.025,16.761
2018-02-01 10:24:33.139083,794.139,1.0,1.499,3.638,0.305,0.0,1.093,0.0,15.102,16.761
2018-02-01 10:24:43.154081,804.154,1.0,1.499,3.639,0.309,0.0,1.108,0.0,15.179,16.761
2018-02-01 10:24:53.169128,814.169,1.0,1.499,3.641,0.314,0.0,1.124,0.0,15.087,16.823
2018-02-01 10:25:03.184192,824.184,1.0,1.499,3.642,0.318,0.0,1.139,0.0,15.255,16.838
2018-02-01 10:25:13.198989,834.198,1.0,1.499,3.643,0.322,0.0,1.154,0.0,15.025,16.761
2018-02-01 10:25:23.214173,844.214,1.0,1.499,3.644,0.326,0.0,1.169,0.0,14.887,16.623
2018-02-01 10:25:33.229186,854.229,1.0,1.499,3.645,0.33,0.0,1.184,0.0,14.948,16.761
2018-02-01 10:25:43.244072,864.244,1.0,1.499,3.646,0.334,0.0,1.2,0.0,14.948,16.761
2018-02-01 10:25:53.259063,874.259,1.0,1.499,3.647,0.339,0.0,1.215,0.0,15.025,16.838
2018-02-01 10:26:03.274078,884.274,1.0,1.499,3.648,0.343,0.0,1.23,0.0,15.025,16.838
2018-02-01 10:26:13.289109,894.289,1.0,1.499,3.65,0.347,0.0,1.245,0.0,15.102,16.838
2018-02-01 10:26:23.304135,904.304,1.0,1.499,3.651,0.351,0.0,1.26,0.0,15.24,16.823
2018-02-01 10:26:33.319110,914.319,1.0,1.499,3.652,0.355,0.0,1.276,0.0,15.163,16.823
2018-02-01 10:26:43.334105,924.334,1.0,1.499,3.653,0.359,0.0,1.291,0.0,15.087,16.9
2018-02-01 10:26:53.349136,934.349,1.0,1.499,3.654,0.364,0.0,1.306,0.0,15.087,16.823
2018-02-01 10:27:03.364137,944.364,1.0,1.499,3.655,0.368,0.0,1.321,0.0,15.087,16.746
2018-02-01 10:27:13.379258,954.379,1.0,1.499,3.656,0.372,0.0,1.337,0.0,15.148,16.961
2018-02-01 10:27:23.394348,964.394,1.0,1.499,3.658,0.376,0.0,1.352,0.0,15.148,16.961
2018-02-01 10:27:33.409274,974.409,1.0,1.499,3.659,0.38,0.0,1.367,0.0,15.148,16.961
2018-02-01 10:27:43.424175,984.424,1.0,1.499,3.66,0.384,0.0,1.382,0.0,15.21,17.023
2018-02-01 10:27:53.439332,994.439,1.0,1.499,3.661,0.389,0.0,1.398,0.0,15.148,16.961
2018-02-01 10:28:03.454339,1004.454,1.0,1.499,3.663,0.393,0.0,1.413,0.0,15.21,17.023
2018-02-01 10:28:13.469192,1014.469,1.0,1.499,3.663,0.397,0.0,1.428,0.0,15.072,16.961
2018-02-01 10:28:23.484397,1024.484,1.0,1.499,3.665,0.401,0.0,1.444,0.0,15.163,16.823
2018-02-01 10:28:33.499423,1034.499,1.0,1.499,3.666,0.405,0.0,1.459,0.0,15.148,16.885
2018-02-01 10:28:43.514405,1044.514,1.0,1.499,3.667,0.409,0.0,1.474,0.0,15.072,16.885
2018-02-01 10:28:53.529390,1054.529,1.0,1.499,3.668,0.414,0.0,1.49,0.0,15.148,16.961
2018-02-01 10:29:03.544292,1064.544,1.0,1.499,3.67,0.418,0.0,1.505,0.0,15.148,16.885
2018-02-01 10:29:13.559696,1074.559,1.0,1.499,3.671,0.422,0.0,1.52,0.0,15.148,16.885
2018-02-01 10:29:23.584912,1084.584,1.0,1.499,3.672,0.426,0.0,1.535,0.0,15.225,16.885
2018-02-01 10:29:33.600109,1094.6,1.0,1.499,3.673,0.43,0.0,1.551,0.0,15.133,17.023
2018-02-01 10:29:43.631138,1104.631,1.0,1.499,3.674,0.435,0.0,1.566,0.0,15.225,16.961
2018-02-01 10:29:53.633865,1114.633,1.0,1.499,3.676,0.439,0.0,1.581,0.0,15.148,16.961
2018-02-01 10:30:03.648736,1124.648,1.0,1.499,3.677,0.443,0.0,1.597,0.0,15.087,16.9
2018-02-01 10:30:13.673005,1134.673,1.0,1.499,3.678,0.447,0.0,1.612,0.0,15.087,16.9
2018-02-01 10:30:23.686927,1144.686,1.0,1.499,3.679,0.451,0.0,1.628,0.0,15.087,16.9
2018-02-01 10:30:33.688605,1154.688,1.0,1.499,3.68,0.455,0.0,1.643,0.0,15.087,16.9
2018-02-01 10:30:43.703615,1164.703,1.0,1.499,3.681,0.46,0.0,1.658,0.0,15.087,16.976
2018-02-01 10:30:53.718593,1174.718,1.0,1.499,3.683,0.464,0.0,1.674,0.0,15.24,16.9
2018-02-01 10:31:03.733559,1184.733,1.0,1.499,3.684,0.468,0.0,1.689,0.0,15.102,16.991
2018-02-01 10:31:13.748622,1194.748,1.0,1.499,3.685,0.472,0.0,1.704,0.0,15.01,17.053
2018-02-01 10:31:23.763630,1204.763,1.0,1.499,3.686,0.476,0.0,1.72,0.0,15.025,16.915
2018-02-01 10:31:33.778627,1214.778,1.0,1.499,3.688,0.48,0.0,1.735,0.0,15.163,16.976
2018-02-01 10:31:43.793629,1224.793,1.0,1.499,3.688,0.485,0.0,1.75,0.0,15.163,16.9
2018-02-01 10:31:53.808660,1234.808,1.0,1.499,3.69,0.489,0.0,1.766,0.0,15.163,16.976
2018-02-01 10:32:03.823644,1244.823,1.0,1.499,3.691,0.493,0.0,1.781,0.0,15.163,17.053
2018-02-01 10:32:13.838685,1254.838,1.0,1.499,3.692,0.497,0.0,1.797,0.0,15.302,17.038
2018-02-01 10:32:23.853661,1264.853,1.0,1.499,3.693,0.501,0.0,1.812,0.0,15.072,17.038
2018-02-01 10:32:33.868660,1274.868,1.0,1.499,3.695,0.505,0.0,1.827,0.0,15.163,16.9
2018-02-01 10:32:43.883653,1284.883,1.0,1.499,3.696,0.51,0.0,1.843,0.0,15.148,17.038
2018-02-01 10:32:53.898850,1294.898,1.0,1.499,3.697,0.514,0.0,1.858,0.0,15.302,17.038
2018-02-01 10:33:03.913806,1304.913,1.0,1.499,3.698,0.518,0.0,1.874,0.0,15.087,16.976
2018-02-01 10:33:13.928664,1314.928,1.0,1.499,3.699,0.522,0.0,1.889,0.0,14.872,16.915
2018-02-01 10:33:23.943825,1324.943,1.0,1.499,3.7,0.526,0.0,1.905,0.0,14.948,16.991
2018-02-01 10:33:33.958831,1334.958,1.0,1.499,3.701,0.53,0.0,1.92,0.0,15.087,17.053
2018-02-01 10:33:43.973843,1344.973,1.0,1.499,3.702,0.535,0.0,1.935,0.0,15.025,16.991
2018-02-01 10:33:53.988886,1354.988,1.0,1.499,3.703,0.539,0.0,1.951,0.0,15.102,16.991
2018-02-01 10:34:04.003864,1365.003,1.0,1.499,3.705,0.543,0.0,1.966,0.0,15.179,16.991
2018-02-01 10:34:14.018886,1375.018,1.0,1.499,3.706,0.547,0.0,1.982,0.0,15.04,16.93
2018-02-01 10:34:24.033890,1385.033,1.0,1.499,3.707,0.551,0.0,1.997,0.0,15.179,16.991
2018-02-01 10:34:34.048753,1395.048,1.0,1.499,3.707,0.555,0.0,2.013,0.0,15.179,16.991
2018-02-01 10:34:44.063930,1405.063,1.0,1.499,3.709,0.56,0.0,2.028,0.0,14.979,16.945
2018-02-01 10:34:54.078921,1415.078,1.0,1.499,3.71,0.564,0.0,2.044,0.0,15.04,16.93
2018-02-01 10:35:04.093961,1425.093,1.0,1.499,3.71,0.568,0.0,2.059,0.0,15.117,16.93
2018-02-01 10:35:14.108942,1435.108,1.0,1.499,3.711,0.572,0.0,2.075,0.0,15.025,16.991
2018-02-01 10:35:24.123807,1445.123,1.0,1.499,3.713,0.576,0.0,2.09,0.0,15.025,16.838
2018-02-01 10:35:34.138975,1455.138,1.0,1.499,3.714,0.581,0.0,2.106,0.0,15.102,16.915
2018-02-01 10:35:44.153974,1465.153,1.0,1.499,3.714,0.585,0.0,2.121,0.0,15.148,17.115
2018-02-01 10:35:54.168995,1475.168,1.0,1.499,3.716,0.589,0.0,2.137,0.0,15.179,16.991
2018-02-01 10:36:04.184001,1485.184,1.0,1.499,3.716,0.593,0.0,2.152,0.0,15.148,17.191
2018-02-01 10:36:14.198922,1495.198,1.0,1.499,3.717,0.597,0.0,2.168,0.0,15.087,17.053
2018-02-01 10:36:24.214022,1505.214,1.0,1.499,3.718,0.601,0.0,2.183,0.0,15.24,17.053
2018-02-01 10:36:34.229034,1515.229,1.0,1.499,3.719,0.606,0.0,2.199,0.0,15.148,16.961
2018-02-01 10:36:44.244047,1525.244,1.0,1.499,3.72,0.61,0.0,2.214,0.0,15.148,17.115
2018-02-01 10:36:54.259067,1535.259,1.0,1.499,3.721,0.614,0.0,2.23,0.0,15.21,17.023
2018-02-01 10:37:04.273934,1545.273,1.0,1.499,3.722,0.618,0.0,2.245,0.0,15.072,16.961
2018-02-01 10:37:14.289085,1555.289,1.0,1.499,3.723,0.622,0.0,2.261,0.0,15.148,16.961
2018-02-01 10:37:24.304086,1565.304,1.0,1.499,3.724,0.626,0.0,2.276,0.0,15.087,16.976
2018-02-01 10:37:34.319102,1575.319,1.0,1.499,3.725,0.631,0.0,2.292,0.0,15.087,16.976
2018-02-01 10:37:44.334109,1585.334,1.0,1.499,3.726,0.635,0.0,2.307,0.0,15.087,16.976
2018-02-01 10:37:54.349109,1595.349,1.0,1.499,3.727,0.639,0.0,2.323,0.0,15.148,17.038
2018-02-01 10:38:04.364117,1605.364,1.0,1.499,3.728,0.643,0.0,2.338,0.0,15.225,17.115
2018-02-01 10:38:14.379139,1615.379,1.0,1.499,3.728,0.647,0.0,2.354,0.0,15.087,16.976
2018-02-01 10:38:24.394151,1625.394,1.0,1.499,3.729,0.651,0.0,2.37,0.0,15.148,16.961
2018-02-01 10:38:34.409011,1635.409,1.0,1.499,3.73,0.656,0.0,2.385,0.0,15.087,16.976
2018-02-01 10:38:44.424173,1645.424,1.0,1.499,3.731,0.66,0.0,2.401,0.0,15.148,17.115
2018-02-01 10:38:54.439129,1655.439,1.0,1.499,3.732,0.664,0.0,2.416,0.0,15.072,17.038
2018-02-01 10:39:04.454187,1665.454,1.0,1.499,3.733,0.668,0.0,2.432,0.0,15.087,16.9
2018-02-01 10:39:14.469193,1675.469,1.0,1.499,3.734,0.672,0.0,2.447,0.0,15.148,17.038
2018-02-01 10:39:24.484082,1685.484,1.0,1.499,3.735,0.676,0.0,2.463,0.0,15.225,17.038
2018-02-01 10:39:34.499242,1695.499,1.0,1.499,3.736,0.681,0.0,2.479,0.0,15.163,16.9
2018-02-01 10:39:44.514242,1705.514,1.0,1.499,3.736,0.685,0.0,2.494,0.0,15.01,16.976
2018-02-01 10:39:54.529260,1715.529,1.0,1.499,3.737,0.689,0.0,2.51,0.0,15.072,16.961
2018-02-01 10:40:04.544264,1725.544,1.0,1.499,3.738,0.693,0.0,2.525,0.0,15.087,16.976
2018-02-01 10:40:14.559156,1735.559,1.0,1.499,3.739,0.697,0.0,2.541,0.0,15.087,16.9
2018-02-01 10:40:24.574265,1745.574,1.0,1.499,3.74,0.701,0.0,2.557,0.0,15.163,17.053
2018-02-01 10:40:34.589175,1755.589,1.0,1.499,3.741,0.706,0.0,2.572,0.0,15.163,16.976
2018-02-01 10:40:44.604195,1765.604,1.0,1.499,3.742,0.71,0.0,2.588,0.0,15.087,16.976
2018-02-01 10:40:54.619230,1775.619,1.0,1.499,3.743,0.714,0.0,2.603,0.0,15.163,17.053
2018-02-01 10:41:04.634226,1785.634,1.0,1.499,3.744,0.718,0.0,2.619,0.0,15.102,16.991
2018-02-01 10:41:14.649247,1795.649,1.0,1.499,3.745,0.722,0.0,2.635,0.0,15.163,17.053
2018-02-01 10:41:24.664250,1805.664,1.0,1.499,3.746,0.726,0.0,2.65,0.0,15.025,16.991
2018-02-01 10:41:34.679286,1815.679,1.0,1.499,3.747,0.731,0.0,2.666,0.0,15.24,17.053
2018-02-01 10:41:44.694362,1825.694,1.0,1.499,3.748,0.735,0.0,2.681,0.0,15.179,16.991
2018-02-01 10:41:54.709381,1835.709,1.0,1.499,3.749,0.739,0.0,2.697,0.0,15.025,16.991
2018-02-01 10:42:04.724397,1845.724,1.0,1.499,3.75,0.743,0.0,2.713,0.0,15.04,16.853
2018-02-01 10:42:14.739293,1855.739,1.0,1.499,3.75,0.747,0.0,2.728,0.0,15.025,16.991
2018-02-01 10:42:24.754597,1865.754,1.0,1.499,3.751,0.752,0.0,2.744,0.0,15.087,16.976
2018-02-01 10:42:34.769300,1875.769,1.0,1.499,3.752,0.756,0.0,2.76,0.0,15.087,17.053
2018-02-01 10:42:44.784329,1885.784,1.0,1.499,3.754,0.76,0.0,2.775,0.0,15.102,16.991
2018-02-01 10:42:54.799361,1895.799,1.0,1.499,3.754,0.764,0.0,2.791,0.0,15.163,17.053
2018-02-01 10:43:04.814396,1905.814,1.0,1.499,3.755,0.768,0.0,2.807,0.0,15.025,16.991
2018-02-01 10:43:14.829481,1915.829,1.0,1.499,3.756,0.772,0.0,2.822,0.0,15.163,17.053
2018-02-01 10:43:24.844488,1925.844,1.0,1.499,3.757,0.777,0.0,2.838,0.0,15.025,16.991
2018-02-01 10:43:34.859525,1935.859,1.0,1.499,3.758,0.781,0.0,2.854,0.0,15.025,16.991
2018-02-01 10:43:44.874444,1945.874,1.0,1.499,3.759,0.785,0.0,2.869,0.0,15.102,16.991
2018-02-01 10:43:54.889572,1955.889,1.0,1.499,3.76,0.789,0.0,2.885,0.0,15.102,16.991
2018-02-01 10:44:04.904566,1965.904,1.0,1.499,3.761,0.793,0.0,2.901,0.0,15.102,16.991
2018-02-01 10:44:14.919417,1975.919,1.0,1.499,3.762,0.797,0.0,2.916,0.0,15.24,16.976
2018-02-01 10:44:24.934606,1985.934,1.0,1.499,3.763,0.802,0.0,2.932,0.0,15.102,16.991
2018-02-01 10:44:34.949501,1995.949,1.0,1.499,3.764,0.806,0.0,2.948,0.0,15.025,17.068
2018-02-01 10:44:44.964512,2005.964,1.0,1.499,3.765,0.81,0.0,2.963,0.0,15.302,17.191
2018-02-01 10:44:54.979495,2015.979,1.0,1.499,3.766,0.814,0.0,2.979,0.0,15.163,17.053
2018-02-01 10:45:04.994533,2025.994,1.0,1.499,3.767,0.818,0.0,2.995,0.0,15.148,17.115
2018-02-01 10:45:15.009538,2036.009,1.0,1.499,3.768,0.822,0.0,3.011,0.0,15.148,17.115
2018-02-01 10:45:25.024528,2046.024,1.0,1.499,3.769,0.827,0.0,3.026,0.0,15.087,16.976
2018-02-01 10:45:35.039540,2056.039,1.0,1.499,3.77,0.831,0.0,3.042,0.0,15.087,16.976
2018-02-01 10:45:45.054668,2066.054,1.0,1.499,3.771,0.835,0.0,3.058,0.0,15.163,17.053
2018-02-01 10:45:55.069540,2076.069,1.0,1.499,3.772,0.839,0.0,3.074,0.0,15.087,16.976
2018-02-01 10:46:05.084815,2086.084,1.0,1.499,3.773,0.843,0.0,3.089,0.0,15.163,17.053
2018-02-01 10:46:15.099639,2096.099,1.0,1.499,3.774,0.847,0.0,3.105,0.0,15.24,17.053
2018-02-01 10:46:25.114526,2106.114,1.0,1.499,3.775,0.852,0.0,3.121,0.0,15.025,16.991
2018-02-01 10:46:35.129555,2116.129,1.0,1.499,3.776,0.856,0.0,3.136,0.0,15.025,16.991
2018-02-01 10:46:45.144560,2126.144,1.0,1.499,3.776,0.86,0.0,3.152,0.0,15.24,17.13
2018-02-01 10:46:55.159591,2136.159,1.0,1.499,3.778,0.864,0.0,3.168,0.0,15.163,17.053
2018-02-01 10:47:05.174585,2146.174,1.0,1.499,3.779,0.868,0.0,3.184,0.0,15.163,17.053
2018-02-01 10:47:15.189606,2156.189,1.0,1.499,3.78,0.872,0.0,3.2,0.0,15.087,17.053
2018-02-01 10:47:25.204622,2166.204,1.0,1.499,3.78,0.877,0.0,3.215,0.0,15.087,17.053
2018-02-01 10:47:35.219620,2176.219,1.0,1.499,3.781,0.881,0.0,3.231,0.0,15.163,17.053
2018-02-01 10:47:45.234635,2186.234,1.0,1.499,3.783,0.885,0.0,3.247,0.0,15.163,17.053
2018-02-01 10:47:55.249679,2196.249,1.0,1.499,3.783,0.889,0.0,3.263,0.0,15.163,17.13
2018-02-01 10:48:05.264641,2206.264,1.0,1.499,3.784,0.893,0.0,3.278,0.0,15.163,17.13
2018-02-01 10:48:15.279670,2216.279,1.0,1.499,3.785,0.898,0.0,3.294,0.0,15.01,17.053
2018-02-01 10:48:25.294684,2226.294,1.0,1.499,3.787,0.902,0.0,3.31,0.0,15.072,17.115
2018-02-01 10:48:35.309678,2236.309,1.0,1.499,3.787,0.906,0.0,3.326,0.0,15.072,17.115
2018-02-01 10:48:45.324708,2246.324,1.0,1.499,3.788,0.91,0.0,3.342,0.0,15.087,16.976
2018-02-01 10:48:55.339712,2256.339,1.0,1.499,3.789,0.914,0.0,3.357,0.0,15.148,17.191
2018-02-01 10:49:05.354725,2266.354,1.0,1.499,3.79,0.918,0.0,3.373,0.0,15.24,17.206
2018-02-01 10:49:15.369730,2276.369,1.0,1.499,3.791,0.923,0.0,3.389,0.0,15.01,17.13
2018-02-01 10:49:25.384753,2286.384,1.0,1.499,3.792,0.927,0.0,3.405,0.0,15.087,17.13
2018-02-01 10:49:35.399762,2296.399,1.0,1.499,3.793,0.931,0.0,3.421,0.0,15.302,17.115
2018-02-01 10:49:45.414766,2306.414,1.0,1.499,3.794,0.935,0.0,3.437,0.0,15.163,17.13
2018-02-01 10:49:55.429811,2316.429,1.0,1.499,3.795,0.939,0.0,3.452,0.0,15.087,17.053
2018-02-01 10:50:05.444794,2326.444,1.0,1.499,3.796,0.943,0.0,3.468,0.0,14.933,17.13
2018-02-01 10:50:15.459818,2336.459,1.0,1.499,3.798,0.948,0.0,3.484,0.0,15.01,17.053
2018-02-01 10:50:25.474843,2346.474,1.0,1.499,3.798,0.952,0.0,3.5,0.0,14.948,17.068
2018-02-01 10:50:35.489844,2356.489,1.0,1.499,3.799,0.956,0.0,3.516,0.0,15.087,17.053
2018-02-01 10:50:45.504861,2366.504,1.0,1.499,3.8,0.96,0.0,3.532,0.0,15.01,17.053
