Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2018-02-27 13:12:00.042300,2018-02-27 17:39:32.935720,16062.893,-1.5,1.5,1.999,4.2,2.868,2.967,11.102,10.534
2.0,2018-02-27 17:39:32.947496,2018-02-27 22:10:40.468408,32330.426,-1.5,1.5,1.999,4.2,2.976,2.959,11.434,10.526
3.0,2018-02-27 22:10:40.478560,2018-02-28 02:40:52.269420,48542.227,-1.5,1.5,1.999,4.2,2.963,2.948,11.389,10.496
4.0,2018-02-28 02:40:52.280672,2018-02-28 09:30:02.047660,73092.005,-3.0,1.5,1.999,4.2,5.876,5.833,22.601,20.201
5.0,2018-02-28 09:30:02.058980,2018-02-28 12:48:22.675428,84992.633,-3.0,1.5,1.999,4.2,2.914,2.9,11.206,10.057
6.0,2018-02-28 12:48:22.674984,2018-02-28 16:06:11.017080,96860.975,-3.0,1.5,1.999,4.2,2.904,2.891,11.168,10.034
7.0,2018-02-28 16:06:11.031492,2018-02-28 19:23:30.850160,108700.808,-3.0,1.5,1.999,4.2,2.894,2.883,11.134,10.013
8.0,2018-02-28 19:23:30.863656,2018-02-28 22:40:23.450268,120513.408,-3.0,1.5,1.999,4.2,2.885,2.874,11.102,9.991
9.0,2018-02-28 22:40:23.465312,2018-03-01 01:56:50.209560,132300.167,-3.0,1.5,1.999,4.2,2.877,2.867,11.073,9.972
10.0,2018-03-01 01:56:50.229600,2018-03-01 05:12:53.376304,144063.334,-3.0,1.5,1.999,4.2,2.869,2.859,11.044,9.953
11.0,2018-03-01 05:12:53.392836,2018-03-01 08:28:32.789448,155802.747,-3.0,1.5,1.999,4.2,2.862,2.852,11.018,9.936
12.0,2018-03-01 08:28:32.807364,2018-03-01 11:43:50.397600,167520.355,-3.0,1.5,1.999,4.2,2.855,2.846,10.993,9.918
