Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2017-08-07 08:53:47.013516,2017-08-07 13:13:50.901658,15613.901,-0.551,0.549,1.998,3.6,1.022,1.045,3.442,3.365
2.0,2017-08-07 13:13:50.964053,2017-08-07 17:32:37.967158,31140.967,-0.551,0.549,1.999,3.6,1.045,1.046,3.502,3.37
3.0,2017-08-07 17:32:38.028776,2017-08-07 21:50:52.146135,46635.146,-0.551,0.549,1.999,3.6,1.045,1.046,3.499,3.37
4.0,2017-08-07 21:50:52.146256,2017-08-08 04:04:30.907824,69053.907,-0.551,0.549,2.708,3.6,1.651,1.498,5.518,4.865
5.0,2017-08-08 04:06:30.940992,2017-08-08 06:28:41.230909,77704.23,-0.551,0.549,3.159,3.39,0.614,0.615,2.055,1.991
6.0,2017-08-08 06:30:41.270276,2017-08-08 08:51:13.795974,86256.795,-0.551,0.549,3.159,3.39,0.607,0.607,2.029,1.967
7.0,2017-08-08 08:53:13.856604,2017-08-08 11:13:02.638052,94765.638,-0.55,0.549,3.159,3.39,0.603,0.604,2.017,1.956
8.0,2017-08-08 11:15:02.698083,2017-08-08 13:34:23.415775,103246.415,-0.55,0.549,3.159,3.39,0.601,0.602,2.01,1.949
9.0,2017-08-08 13:36:23.456021,2017-08-08 15:55:13.396527,111696.396,-0.55,0.549,3.159,3.39,0.599,0.599,2.002,1.941
10.0,2017-08-08 15:57:13.447076,2017-08-08 18:15:48.124087,120131.124,-0.551,0.549,3.159,3.39,0.598,0.598,1.998,1.938
11.0,2017-08-08 18:17:48.166476,2017-08-08 20:36:10.645992,128553.645,-0.551,0.549,3.159,3.39,0.596,0.597,1.995,1.935
12.0,2017-08-08 20:38:10.675723,2017-08-08 22:56:21.567620,136964.567,-0.55,0.549,3.159,3.39,0.596,0.597,1.992,1.932
13.0,2017-08-08 22:58:21.617292,2017-08-09 01:16:31.080038,145374.08,-0.551,0.549,3.159,3.39,0.595,0.597,1.992,1.932
14.0,2017-08-09 01:18:31.125112,2017-08-09 03:36:31.008458,153774.008,-0.551,0.549,3.159,3.39,0.595,0.596,1.99,1.929
15.0,2017-08-09 03:38:31.054458,2017-08-09 05:56:21.298016,162164.298,-0.551,0.549,3.159,3.39,0.594,0.595,1.986,1.928
16.0,2017-08-09 05:58:21.340472,2017-08-09 08:15:59.384334,170542.384,-0.551,0.549,3.159,3.39,0.593,0.594,1.984,1.924
17.0,2017-08-09 08:17:59.433958,2017-08-09 10:35:41.776356,178924.776,-0.551,0.549,3.159,3.39,0.593,0.595,1.984,1.926
18.0,2017-08-09 10:37:41.838102,2017-08-09 12:55:08.084588,187291.084,-0.55,0.549,3.159,3.39,0.592,0.593,1.981,1.921
19.0,2017-08-09 12:57:08.115154,2017-08-09 15:14:34.828230,195657.828,-0.55,0.549,3.159,3.39,0.592,0.593,1.98,1.922
20.0,2017-08-09 15:16:34.889839,2017-08-09 17:33:59.157230,204022.157,-0.55,0.549,3.159,3.39,0.592,0.593,1.98,1.921
21.0,2017-08-09 17:35:59.221421,2017-08-09 19:53:15.266039,212378.266,-0.55,0.549,3.159,3.39,0.592,0.592,1.978,1.919
22.0,2017-08-09 19:55:15.316491,2017-08-09 22:12:27.376151,220730.376,-0.551,0.549,3.159,3.39,0.591,0.592,1.977,1.918
23.0,2017-08-09 22:14:27.425230,2017-08-10 00:31:33.723245,229076.723,-0.55,0.549,3.159,3.39,0.591,0.592,1.976,1.916
24.0,2017-08-10 00:33:33.755729,2017-08-10 02:50:31.572606,237414.572,-0.551,0.549,3.159,3.39,0.59,0.591,1.973,1.915
25.0,2017-08-10 02:52:31.617642,2017-08-10 05:09:28.056282,245751.056,-0.551,0.549,3.159,3.39,0.59,0.591,1.973,1.914
26.0,2017-08-10 05:11:28.092240,2017-08-10 07:28:20.225123,254083.225,-0.551,0.549,3.159,3.39,0.589,0.591,1.971,1.913
27.0,2017-08-10 07:30:20.287563,2017-08-10 09:47:09.240952,262412.24,-0.55,0.549,3.159,3.39,0.589,0.59,1.971,1.912
28.0,2017-08-10 09:49:09.269399,2017-08-10 12:05:50.205519,270733.205,-0.55,0.549,3.159,3.39,0.589,0.59,1.969,1.91
29.0,2017-08-10 12:07:50.252028,2017-08-10 14:24:31.020071,279054.02,-0.55,0.549,3.159,3.39,0.589,0.59,1.969,1.91
30.0,2017-08-10 14:26:31.053276,2017-08-10 16:43:09.230569,287372.23,-0.551,0.549,3.159,3.39,0.589,0.59,1.968,1.909
31.0,2017-08-10 16:45:09.303601,2017-08-10 19:01:44.568963,295687.568,-0.551,0.549,3.159,3.39,0.588,0.589,1.967,1.909
32.0,2017-08-10 19:03:44.615345,2017-08-10 21:20:15.154349,303998.154,-0.551,0.549,3.159,3.39,0.588,0.589,1.967,1.907
33.0,2017-08-10 21:22:15.203209,2017-08-10 23:38:40.244849,312303.244,-0.551,0.549,3.159,3.39,0.587,0.589,1.965,1.907
34.0,2017-08-10 23:40:40.263355,2017-08-11 01:57:06.628407,320609.628,-0.551,0.549,3.159,3.39,0.588,0.589,1.965,1.907
35.0,2017-08-11 01:59:06.663640,2017-08-11 04:15:30.263687,328913.263,-0.55,0.549,3.159,3.39,0.587,0.588,1.965,1.906
36.0,2017-08-11 04:17:30.309717,2017-08-11 06:33:48.199144,337211.199,-0.551,0.549,3.159,3.39,0.587,0.588,1.963,1.905
37.0,2017-08-11 06:35:48.244761,2017-08-11 08:52:10.533978,345513.533,-0.551,0.549,3.159,3.39,0.587,0.588,1.964,1.906
38.0,2017-08-11 08:54:10.560617,2017-08-11 11:10:28.752996,353811.752,-0.55,0.549,3.159,3.39,0.587,0.588,1.963,1.904
39.0,2017-08-11 11:12:28.777216,2017-08-11 13:28:43.382890,362106.382,-0.55,0.549,3.159,3.39,0.587,0.588,1.962,1.904
40.0,2017-08-11 13:30:43.423050,2017-08-11 15:46:55.290649,370398.29,-0.551,0.549,3.159,3.39,0.587,0.587,1.962,1.903
41.0,2017-08-11 15:48:55.346527,2017-08-11 18:05:07.827965,378690.827,-0.551,0.549,3.159,3.39,0.586,0.588,1.962,1.903
42.0,2017-08-11 18:07:07.876248,2017-08-11 20:23:17.852528,386980.852,-0.551,0.549,3.159,3.39,0.586,0.587,1.961,1.902
43.0,2017-08-11 20:25:17.881165,2017-08-11 22:41:26.583823,395269.583,-0.55,0.549,3.159,3.39,0.586,0.587,1.96,1.902
44.0,2017-08-11 22:43:26.607977,2017-08-12 00:59:34.523234,403557.523,-0.551,0.549,3.159,3.39,0.586,0.587,1.96,1.902
45.0,2017-08-12 01:01:34.542730,2017-08-12 03:17:37.829310,411840.829,-0.55,0.549,3.159,3.39,0.586,0.587,1.959,1.901
46.0,2017-08-12 03:19:37.878535,2017-08-12 05:35:41.927506,420124.927,-0.55,0.549,3.159,3.39,0.586,0.587,1.959,1.902
47.0,2017-08-12 05:37:41.993347,2017-08-12 07:53:44.548841,428407.548,-0.55,0.549,3.159,3.39,0.586,0.587,1.959,1.901
48.0,2017-08-12 07:55:44.588090,2017-08-12 10:11:44.869944,436687.869,-0.55,0.549,3.159,3.39,0.586,0.587,1.958,1.9
49.0,2017-08-12 10:13:44.920773,2017-08-12 12:29:42.291118,444965.291,-0.55,0.549,3.159,3.39,0.585,0.586,1.958,1.9
50.0,2017-08-12 12:31:42.323880,2017-08-12 14:47:39.689421,453242.689,-0.551,0.549,3.159,3.39,0.585,0.586,1.958,1.9
51.0,2017-08-12 14:49:39.745603,2017-08-12 17:05:34.404265,461517.404,-0.55,0.549,3.159,3.39,0.585,0.586,1.957,1.899
52.0,2017-08-12 17:07:34.445906,2017-08-12 19:23:28.978745,469791.978,-0.551,0.549,3.159,3.39,0.585,0.586,1.957,1.899
53.0,2017-08-12 19:25:29.024940,2017-08-12 21:41:12.016411,478055.016,-0.551,0.549,3.159,3.39,0.584,0.585,1.955,1.896
