Cycle_Index,Start_Time,End_Time,Test_Time (s),Min_Current (A),Max_Current (A),Min_Voltage (V),Max_Voltage (V),Charge_Capacity (Ah),Discharge_Capacity (Ah),Charge_Energy (Wh),Discharge_Energy (Wh)
1.0,2017-08-07 08:48:30.004017,2017-08-07 13:24:52.673659,16592.673,-1.499,1.5,1.999,4.2,2.872,2.983,11.024,10.732
2.0,2017-08-07 13:24:52.734955,2017-08-07 18:04:36.753811,33376.753,-1.499,1.5,1.999,4.2,2.983,2.974,11.362,10.711
3.0,2017-08-07 18:04:36.775185,2017-08-07 22:43:36.695933,50116.695,-1.499,1.5,1.999,4.2,2.973,2.965,11.327,10.685
4.0,2017-08-07 22:43:36.696042,2017-08-08 02:15:39.969045,62839.969,-1.499,1.5,2.633,4.2,2.75,1.8,10.397,6.79
5.0,2017-08-08 02:17:40.003331,2017-08-08 03:13:40.484538,66320.484,-1.499,1.5,3.505,3.821,0.6,0.6,2.237,2.154
6.0,2017-08-08 03:15:40.504333,2017-08-08 04:11:41.046499,69801.046,-1.499,1.5,3.504,3.821,0.6,0.6,2.235,2.154
7.0,2017-08-08 04:13:41.079975,2017-08-08 05:09:41.604314,73281.604,-1.499,1.5,3.504,3.821,0.6,0.6,2.235,2.154
8.0,2017-08-08 05:11:41.639250,2017-08-08 06:07:42.190479,76762.19,-1.499,1.499,3.504,3.822,0.6,0.6,2.235,2.154
9.0,2017-08-08 06:09:42.211402,2017-08-08 07:05:42.809088,80242.809,-1.499,1.499,3.503,3.822,0.6,0.6,2.235,2.154
10.0,2017-08-08 07:07:42.853017,2017-08-08 08:03:43.382795,83723.382,-1.499,1.5,3.504,3.823,0.6,0.6,2.235,2.154
11.0,2017-08-08 08:05:43.419777,2017-08-08 09:01:43.998194,87203.998,-1.499,1.5,3.503,3.823,0.6,0.6,2.235,2.154
12.0,2017-08-08 09:03:44.032015,2017-08-08 09:59:44.535107,90684.535,-1.499,1.499,3.503,3.823,0.6,0.6,2.235,2.154
13.0,2017-08-08 10:01:44.583235,2017-08-08 10:57:45.151844,94165.151,-1.499,1.5,3.503,3.823,0.6,0.6,2.236,2.154
14.0,2017-08-08 10:59:45.199973,2017-08-08 11:55:45.734263,97645.734,-1.499,1.5,3.503,3.824,0.6,0.6,2.236,2.154
